Y,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility
2,0,0,0,6,0,0,9,4,0,1,5,0,0,2,0,0,0,0,120,4.00 ,2,4.00 ,2.50 ,0,4,8,9,3,4,1,100000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,0,6,0,1,9,1,3,1,5,1,70,5,1,0,0,0,60,2.50 ,1,3.50 ,5.00 ,0,2,10,10,4,4,1,15000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,6,0,1,6,1,3,1,5,1,28,2,1,1,0,1,60,1.50 ,2,2.00 ,2.00 ,0,3,3,3,4,3,1,15000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,1,2,0,1,9,8,3,0,5,0,0,5,0,0,0,0,100,5.25 ,3,2.00 ,3.00 ,0,4,5,5,4,4,1,200000,4,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
2,1,1,0,6,0,1,9,1,3,1,5,1,70,2,0,0,1,0,0,4.00 ,3,1.00 ,2.00 ,0,2,5,6,1,4,1,70000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,1,0,6,0,0,12,1,3,1,5,2,40,5,1,1,0,0,120,4.75 ,4,1.00 ,4.50 ,0,3,2,3,3,4,1,70000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,1,0,7,0,0,9,1,0,1,4,1,30,2,1,0,0,1,120,8.00 ,3,3.00 ,4.00 ,0,3,8,9,3,4,1,203000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
3,0,1,0,6,0,1,6,1,0,1,4,0,0,3,1,0,0,0,0,5.50 ,1,4.00 ,3.50 ,0,3,6,6,1,4,1,80000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,0,6,0,1,6,1,0,1,4,1,96,3,1,0,1,1,120,4.25 ,3,4.50 ,3.00 ,0,2,10,8,1,3,1,80000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,0,6,0,0,9,1,3,1,5,1,70,1,0,1,0,0,40,4.25 ,3,5.00 ,3.00 ,0,3,10,10,2,3,1,20000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,6,0,0,6,1,3,1,5,1,10,1,0,0,0,0,60,3.75 ,1,2.00 ,5.00 ,0,3,5,5,3,4,1,20000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,1,6,0,0,9,3,3,1,5,1,30,2,1,0,1,1,180,4.25 ,3,1.00 ,2.50 ,0,3,7,5,5,3,1,80000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,4,0,0,9,2,3,1,5,1,12,2,0,0,1,1,180,8.00 ,4,4.00 ,5.00 ,0,4,10,10,3,5,0,40000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,1,4,0,0,12,2,3,1,5,1,35,2,0,0,1,0,120,6.50 ,3,2.00 ,3.00 ,0,2,7,8,4,4,0,40000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,7,0,0,9,2,0,1,3,2,20,3,1,1,1,1,180,6.25 ,4,3.00 ,2.50 ,0,3,8,6,1,5,1,100000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
3,1,0,0,7,0,0,9,2,0,1,5,1,84,2,1,0,1,1,180,5.50 ,5,5.00 ,5.00 ,0,1,10,10,1,4,1,100000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
3,1,0,0,7,0,0,9,2,0,1,5,1,60,2,0,0,1,1,0,5.75 ,3,3.00 ,3.00 ,0,4,5,5,5,4,1,30000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
1,0,0,0,2,0,1,0,9,0,1,5,1,35,2,0,1,0,0,300,4.00 ,3,5.00 ,4.00 ,0,3,8,8,3,4,1,4000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,0,3,0,0,9,2,3,1,5,1,55,5,0,0,0,0,180,6.75 ,3,3.00 ,4.00 ,0,3,10,8,3,4,0,80000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
1,0,0,0,3,0,0,6,2,3,1,5,1,60,5,0,0,0,0,120,2.50 ,3,3.00 ,4.00 ,0,2,10,9,5,4,0,80000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,4,0,1,9,2,3,1,4,1,56,2,0,0,0,0,200,3.00 ,3,4.00 ,3.00 ,0,3,7,5,3,4,0,70000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,6,0,0,9,1,0,1,3,1,40,2,0,0,1,1,0,2.50 ,3,3.00 ,3.50 ,0,4,6,6,3,4,1,65000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
