Y,age,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility
2,38,1,1,0,6,1,1,16,2,0,1,4,2,40,5,1,0,1,1,120,6.25,3,3,4,0,3,9,8,3,4,1,310000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,40,0,1,0,3,0,1,12,9,4,1,5,2,40,5,0,0,0,0,420,4.5,3,3.5,3,0,4,8,8,3,4,0,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,49,1,1,1,3,1,1,16,9,4,1,4,2,40,5,0,0,1,1,30,5.5,3,2.5,4,0,4,7,6,3,4,0,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,47,1,1,0,3,0,1,9,1,0,1,5,2,48,5,0,0,1,1,90,5.75,1,1,4,0,4,10,3,5,4,1,72000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,48,0,1,0,3,1,1,9,1,0,1,5,1,26,2,1,0,1,1,120,6.5,1,2,3,0,2,10,7,3,4,1,72000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,58,1,1,1,2,1,1,16,6,1,0,5,2,60,5,0,0,0,0,120,8,4,2.5,3,0,4,2,1,3,2,1,280000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,43,0,1,0,3,1,1,12,0,3,1,5,1,56,2,1,0,1,1,300,7.75,3,3,5,0,4,5,5,3,4,1,150000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,43,1,1,0,3,0,1,15,0,3,1,5,2,70,5,1,1,1,1,120,7,3,3,3,0,4,8,8,4,4,1,150000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,37,1,1,0,6,0,1,16,2,1,1,5,2,40,5,1,0,0,1,150,5.75,3,2,4.5,0,4,3,5,3,4,1,160000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,27,0,0,0,7,0,1,15,1,6,1,4,1,70,1,1,1,1,0,120,4.5,2,2,3,0,3,7,8,3,4,1,100000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,50,1,0,0,3,0,1,6,0,0,1,5,1,50,1,0,0,0,1,0,1.25,5,5,5,0,1,10,10,1,2,1,20000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,52,1,0,0,3,0,1,0,4,6,1,1,2,56,1,0,0,0,0,35,2.25,4,3,3,0,2,5,4,2,4,1,60000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,57,1,0,0,3,0,1,6,1,0,1,5,1,42,2,0,0,0,0,0,4.25,3,3.5,4,0,2,8,2,3,4,1,45000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,47,0,0,0,4,0,1,6,0,6,1,5,1,1,2,1,0,1,1,180,6.5,2,3,3.5,0,4,10,10,3,4,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,47,1,0,0,4,1,1,0,0,6,1,5,2,48,4,0,0,0,1,120,6,3,4,4,0,3,5,5,3,4,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,48,1,0,0,6,1,1,12,1,6,1,5,2,48,4,0,0,1,1,0,7.25,3,2.5,3.5,0,4,8,8,5,4,1,100000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,49,0,0,0,6,0,1,6,1,6,1,5,0,0,2,0,0,1,1,150,6,5,3.5,4.5,0,4,9,9,3,4,1,100000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,27,1,0,0,6,0,1,12,2,0,1,5,0,0,2,1,0,0,0,150,4.5,1,2,2,0,4,5,7,3,4,1,100000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,45,1,0,0,4,0,1,9,1,9,1,5,2,48,3,0,0,0,0,180,5.25,3,2.5,4,0,4,8,5,3,4,1,110000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,46,0,0,0,4,0,1,0,1,9,1,5,1,8,2,0,0,0,0,120,6.5,5,4.5,5,0,4,0,1,4,4,1,110000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,46,0,1,0,5,0,1,0,2,12,1,4,0,0,2,0,0,0,1,120,6.75,2,2,5,0,3,9,2,1,4,1,95000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,48,1,1,1,5,0,1,12,2,12,1,5,0,0,2,0,0,1,1,60,3,3,1.5,3,0,2,10,10,4,2,1,95000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,38,1,1,0,5,0,1,6,2,3,1,5,2,56,2,1,1,0,0,0,4.25,5,5,5,0,3,5,10,3,4,1,130000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,36,0,1,0,5,0,1,9,2,3,1,3,1,56,5,0,0,1,1,60,4.5,3,3,3,0,2,5,5,3,4,1,130000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,56,1,0,0,3,0,1,0,2,6,1,5,1,84,2,0,0,1,0,0,6.25,3,5,4.5,0,2,0,8,4,4,1,50000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,40,1,0,0,6,0,1,6,0,3,1,5,1,78,2,1,0,1,1,180,3,3,3,5,0,3,8,6,4,4,1,62280,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,40,0,0,0,6,0,1,9,0,3,1,5,0,0,2,1,0,0,0,0,0,5,5,5,0,3,10,10,3,4,1,62280,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,51,1,0,0,6,0,1,6,3,0,1,5,1,42,2,0,0,0,0,120,7.5,5,5,5,0,5,10,5,5,4,1,20000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,48,0,0,0,2,0,0,6,2,0,1,2,1,42,2,0,0,0,0,300,6.5,3,2,4,0,3,10,10,3,3,1,50000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,44,0,0,0,3,0,1,9,5,0,1,5,1,56,2,0,0,1,0,120,6.5,3,3,2,0,4,10,10,5,5,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,49,1,0,1,3,0,1,9,5,0,1,5,1,50,2,0,1,1,0,0,6.25,3,2,1,0,5,5,5,5,5,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,59,1,0,0,2,0,1,9,6,0,1,1,1,49,2,0,0,1,0,60,0.5,1,1,5,0,2,0,0,1,5,1,10000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,54,1,0,1,5,0,1,6,2,6,1,5,1,10,2,0,0,1,1,30,4.25,3,3.5,2,0,4,3,3,3,4,1,20000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,52,1,0,0,5,0,1,9,2,9,1,4,1,48,1,0,0,1,1,120,3,2,4.5,2,0,1,6,3,3,2,1,30000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,54,1,0,0,2,0,1,9,2,3,1,5,1,56,0,0,0,0,1,0,7.5,5,5,5,0,4,1,10,5,4,1,10000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,34,1,0,1,6,0,1,12,1,3,1,5,1,56,2,1,1,0,0,60,4,2,3,4,0,1,2,2,1,4,1,30000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,58,1,0,0,4,0,1,6,1,0,0,5,1,75,2,0,0,0,0,120,5.75,1,3,3,0,4,8,10,3,4,1,40000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,39,0,1,0,7,0,1,9,0,0,1,3,0,0,1,1,0,0,0,0,7.5,3,3,4,0,1,9,5,5,4,1,30000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,51,1,1,0,8,0,1,9,4,3,1,5,1,3,2,0,0,0,0,0,5.5,1,1.5,3,0,4,10,9,3,5,1,50000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,47,0,1,0,8,0,1,6,4,3,1,4,1,40,2,0,0,1,0,0,4,3,3,3,0,4,8,10,3,4,1,50000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,26,1,1,0,8,0,1,6,1,3,1,5,1,70,1,1,0,0,0,10,6,1,1,3.5,0,4,9,8,4,4,1,50000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,59,1,1,0,4,0,1,6,5,3,1,5,1,70,2,0,0,0,0,0,4.75,4,4,4,0,2,0,8,3,1,1,30000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,55,1,1,0,9,0,1,6,3,0,1,3,1,84,0,0,0,0,0,0,2.75,2,1.5,2.5,0,3,3,2,4,4,1,100000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,46,0,1,0,3,0,1,9,4,0,1,5,1,14,2,0,0,1,1,180,5,3,2,4.5,0,3,8,8,4,5,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,50,1,1,0,3,0,1,9,4,0,1,5,1,70,2,0,0,0,0,120,5,3,3,2.5,0,3,3,4,3,4,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,57,1,1,0,4,0,1,12,2,3,1,5,1,60,1,0,0,0,0,0,5.25,3,3,3,0,3,5,5,3,4,1,40000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,58,1,0,0,3,0,1,12,2,6,1,5,1,10,2,0,0,1,0,120,2.75,1,1,4.5,0,3,10,10,3,4,1,20000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,54,1,1,0,2,0,1,12,0,3,1,5,1,84,2,0,0,1,1,30,4.25,3,5,2,0,3,10,10,3,4,1,80000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,45,1,0,0,5,0,1,6,3,0,1,3,1,50,2,1,0,0,1,150,3.25,3,3.5,3.5,0,3,10,6,5,2,1,75000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,38,1,0,0,5,0,1,12,2,3,1,5,1,70,2,0,0,1,0,120,7.25,2,3.5,4,0,3,5,5,3,4,1,70000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,36,0,0,0,5,0,1,9,2,3,1,5,1,40,2,0,0,0,1,200,5,3,3.5,2.5,0,4,5,6,4,5,1,70000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,45,0,0,0,6,0,1,6,1,3,1,5,1,60,2,0,0,0,0,60,3.75,4,2,3,0,4,5,5,3,4,1,100000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,39,1,0,0,6,0,1,9,1,3,1,5,1,5,2,1,1,1,1,120,5.5,4,1.5,3,0,4,10,6,3,4,1,60000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,40,0,0,0,6,0,1,12,1,3,1,4,1,21,2,0,0,0,0,120,4,3,1.5,2.5,0,3,10,9,3,4,1,60000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,42,0,0,0,6,0,1,9,3,0,1,4,1,42,2,1,1,0,1,60,5.75,3,3.5,2.5,0,3,6,5,3,4,1,6480,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,54,1,0,0,3,0,1,6,2,0,1,1,1,50,1,0,0,0,0,0,6.5,5,5,5,0,3,0,0,3,4,1,35000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,46,1,0,0,4,0,1,9,5,0,0,5,1,20,2,0,0,0,0,90,5,3,2.5,4,0,3,2,3,4,4,1,530000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,41,0,0,0,4,0,1,9,5,0,1,4,1,42,2,0,0,0,0,200,6,3,2,5,0,4,10,10,3,4,1,530000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,56,1,0,0,3,0,1,15,3,9,1,4,2,40,5,0,0,0,0,120,7.75,4,3,3.5,0,4,5,5,3,4,1,85000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,43,1,0,0,4,0,1,9,1,0,1,5,1,46,2,0,0,0,1,120,4.25,3,2,3,0,3,10,7,3,2,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,42,0,0,0,4,0,1,9,1,0,1,5,1,40,2,0,0,0,0,300,6,1,2,5,0,3,10,10,3,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,52,1,0,1,3,0,1,6,1,3,1,5,1,84,2,0,0,0,0,80,4.75,2,3,1,0,3,7,7,1,2,1,250000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,37,1,0,0,8,0,1,15,3,9,1,5,1,70,2,1,1,0,1,120,2.5,1,2.5,5,0,4,10,5,1,5,1,300000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,56,1,0,0,5,0,1,12,4,6,1,5,1,70,2,1,1,1,1,60,6.25,3,3.5,4,0,4,5,1,3,4,1,20000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,44,0,0,0,4,0,1,9,0,0,1,5,1,40,2,0,0,0,1,60,7.75,5,1,5,0,4,10,10,4,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,44,1,0,1,4,0,1,9,0,0,1,5,1,50,2,1,1,1,1,0,7.5,4,3,3.5,0,4,8,9,3,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,55,1,0,0,2,0,1,9,1,0,1,5,1,60,2,0,0,1,0,0,3,3,3.5,3.5,0,1,5,6,3,1,1,15000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,53,1,0,0,7,0,1,6,0,3,1,5,1,96,2,0,0,0,0,0,3,3,3.5,4,0,2,10,6,5,3,1,15000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,49,0,0,0,4,1,1,12,0,6,1,5,1,40,1,0,0,1,1,240,5,3,3.5,5,0,4,8,6,4,4,1,50000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,49,1,0,0,4,0,1,6,0,6,1,1,1,70,1,0,1,1,0,240,2,3,2,2,1,2,5,5,3,4,1,50000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,48,1,0,0,5,1,1,12,3,3,1,5,2,0.1,3,1,1,1,1,120,6.25,4,1,4.5,0,4,8,4,3,4,1,75000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,45,0,0,0,5,0,1,9,3,3,1,5,1,35,2,0,0,0,1,0,7,4,4,3,0,4,3,6,3,4,1,75000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,59,1,0,0,2,0,1,9,2,0,1,5,1,80,3,0,1,1,1,120,5,4,2.5,3.5,0,4,10,10,5,4,1,34000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,52,1,0,0,4,0,1,0,2,6,1,3,1,35,2,0,0,0,0,120,3,3,3,3,0,3,5,5,1,5,1,70000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,52,1,0,1,2,0,1,6,0,0,1,5,1,40,2,0,0,1,1,120,6.5,3,3.5,3,0,4,6,5,4,4,1,30000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,42,1,0,0,4,0,1,9,8,3,0,5,1,70,2,1,0,0,1,120,5.5,3,4,4.5,0,4,5,5,3,4,1,30000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,34,0,0,0,4,0,1,6,8,3,1,5,1,50,2,1,0,1,1,300,7,4,4.5,5,0,3,10,10,5,5,1,30000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,51,1,0,0,6,0,1,6,3,0,1,3,1,10,2,1,0,0,1,60,5.75,3,4,3,0,2,10,5,2,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,48,0,0,0,6,0,1,6,3,0,1,3,1,8,2,0,0,0,0,60,4.25,3,3.5,2.5,0,3,10,9,3,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,26,1,0,0,6,0,1,9,1,3,1,5,1,70,1,1,1,0,1,180,5.5,4,5,5,0,3,10,10,4,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,41,0,0,0,4,0,1,9,0,3,1,5,1,40,2,0,0,0,0,0,5.75,3,3,5,0,3,10,10,3,4,1,70000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,57,1,0,0,9,0,1,6,1,3,1,5,1,70,2,0,0,0,0,0,7.5,3,5,5,0,4,10,6,4,2,1,400000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,35,1,0,0,9,1,1,15,0,0,1,5,2,60,5,1,0,1,0,60,6,3,1.5,5,0,4,10,10,3,4,1,400000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,32,1,0,0,9,0,1,9,3,0,1,5,1,70,2,1,1,0,1,120,6.5,5,3,5,0,5,10,10,5,4,1,400000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,43,1,0,0,5,0,1,9,3,0,1,5,1,70,3,1,0,1,1,120,6.25,3,1,4.5,0,4,0,0,3,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,40,0,0,0,5,0,1,9,3,0,1,5,1,56,1,1,0,1,1,240,2.25,3,4,4.5,0,3,0,10,5,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,39,1,0,0,7,0,1,12,2,6,1,5,2,48,3,1,1,1,1,60,3.75,4,5,4,0,3,10,10,3,4,1,65000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,37,0,0,0,7,0,1,6,2,6,1,5,0,0,2,0,0,0,1,120,6.25,3,1.5,1.5,0,3,6,5,3,4,1,65000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,37,1,0,0,6,1,1,15,4,1,1,4,1,48,5,1,1,1,1,120,4.5,2,2.5,4,0,3,6,5,3,4,1,100000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,55,1,0,0,5,0,1,0,3,6,1,5,1,56,2,0,0,0,0,0,3.75,4,4.5,4.5,0,4,0,6,1,4,1,80000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,60,1,0,0,2,0,1,9,0,3,1,5,2,56,2,0,0,0,0,360,1.75,3,2.5,3.5,0,1,8,10,3,4,1,56000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,34,1,0,0,9,0,1,16,1,1,1,5,2,15,2,1,1,0,0,60,4.25,2,2.5,3,0,3,6,5,1,4,0,123400,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,33,0,0,0,9,0,1,15,1,1,1,5,1,56,5,1,0,1,0,120,6.5,2,2,3,0,3,5,5,3,4,0,123400,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,36,0,0,0,13,0,1,12,2,0,1,5,1,9.5,2,0,0,0,0,180,10,5,2,3,0,5,5,3,5,4,1,100000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,56,1,0,0,3,0,1,6,1,0,1,5,0,0,1,0,0,0,0,0,6.25,1,4.5,5,0,5,10,10,5,2,1,50000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,49,1,0,0,3,0,1,0,2,0,1,5,1,84,3,0,0,1,1,0,4.25,2,3.5,4.5,0,3,9,8,2,3,1,30000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,59,1,0,1,2,0,1,12,3,6,1,5,1,14,2,0,0,0,0,210,7.25,3,1,5,0,4,5,4,1,4,0,4800,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,58,1,0,0,3,0,1,0,2,0,1,5,1,56,3,0,0,1,1,0,2,2,2.5,3,0,3,5,6,3,4,0,40000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,47,0,0,0,3,0,1,0,7,0,1,5,0,0,1,1,1,1,1,0,4.75,3,4,4.5,0,2,6,5,1,2,1,37200,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,52,1,1,1,4,0,1,9,1,0,1,5,1,40,5,0,0,1,1,150,4.75,3,2.5,4,0,4,7,7,3,4,1,180000,4,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,52,1,1,1,6,1,1,9,0,0,1,5,1,48,2,0,0,0,0,60,6,3,3.5,3,0,3,7,10,3,4,1,150000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,31,1,1,0,6,1,1,16,1,0,1,4,1,60,5,1,1,1,1,180,6.25,2,3.5,4,0,3,8,9,5,4,1,150000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,39,0,1,0,5,1,1,16,4,3,1,4,1,40,2,1,1,0,0,300,5.75,2,1,5,0,5,3,8,3,3,1,150000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,49,0,1,0,3,1,1,15,1,0,0,5,0,0,2,0,0,0,0,30,5,4,3,3,0,5,0,0,3,4,1,60000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,41,0,1,0,4,0,1,6,7,3,1,3,0,0,1,0,0,0,0,0,5.75,4,3.5,3.5,0,4,7,7,3,4,1,40000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,48,1,1,0,4,0,1,9,7,3,1,5,1,70,2,0,0,1,0,120,5.25,2,2,3,0,3,8,8,3,4,1,40000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,50,1,0,1,4,0,1,12,5,3,1,5,2,60,5,0,0,0,0,120,5,3,1,5,0,4,10,5,1,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,45,0,0,0,4,1,1,9,5,3,1,3,1,10,2,1,0,1,0,300,4.75,2,3.5,2.5,0,4,10,5,3,5,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,58,1,0,1,2,0,1,6,3,0,1,5,1,56,2,0,0,0,0,60,2.5,1,5,1,0,3,4,10,4,3,1,20000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,34,0,0,0,9,0,1,0,6,9,1,5,1,30,2,1,1,1,1,0,7.25,3,5,4,1,2,8,7,3,4,1,20000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,40,1,0,0,9,0,1,9,6,9,1,5,1,50,2,1,0,0,0,0,8.75,5,5,5,1,4,10,10,5,5,1,20000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,60,1,0,0,9,0,1,0,0,0,1,3,1,75,2,0,0,0,0,60,4.25,3,2,2,0,2,3,3,1,4,1,20000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,51,1,1,0,2,0,1,9,1,3,1,5,1,80,2,0,0,0,1,15,5,1,3,2,0,3,10,10,1,3,1,52000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,54,1,0,0,5,0,1,9,4,9,1,3,1,70,2,0,0,0,0,10,3.75,3,2,2,0,3,7,7,3,4,1,25000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,51,1,0,0,2,0,1,0,2,0,1,5,1,80,1,0,0,0,0,0,3.75,2,3,3,0,2,8,8,3,3,1,8000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,50,1,0,0,4,0,1,9,2,0,1,5,1,42,2,0,0,0,0,60,4,4,1,4,0,3,10,0,5,4,1,40000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,54,1,1,1,2,0,1,12,2,0,1,5,0,0,2,0,0,0,0,300,3.75,3,2.5,2.5,0,4,4,9,3,4,1,50000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,30,0,0,0,5,0,1,12,1,3,1,5,1,8,5,1,0,1,1,240,7.5,5,5,5,0,4,10,0,5,4,1,170000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,58,1,1,0,6,0,1,12,2,6,1,5,1,42,1,0,0,0,0,0,5,5,1,5,0,2,1,10,1,4,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,32,1,1,1,6,0,1,12,3,3,1,5,1,48,1,1,1,1,1,360,3.5,2,1,3.5,0,3,8,8,4,4,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,57,1,0,0,5,0,1,9,0,3,1,5,1,35,2,0,0,0,0,120,7.5,3,3.5,3,0,3,10,10,3,4,1,135000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,54,1,0,1,5,0,1,9,1,0,1,5,1,56,2,0,0,0,0,30,4.75,4,3.5,4,0,4,8,8,3,4,1,35000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,29,1,0,0,5,0,1,15,1,0,1,5,1,48,5,1,1,1,1,60,7.5,3,1,5,0,4,8,2,3,4,1,35000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,42,1,0,0,6,0,1,9,1,0,1,5,1,40,0,1,0,1,1,150,4.25,3,2.5,2.5,0,3,5,6,3,4,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,41,0,0,0,6,0,1,9,1,0,0,5,1,20,1,1,0,1,1,60,5.25,3,2,3.5,0,3,7,7,3,4,1,50000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
1,56,1,0,0,1,0,1,6,6,3,1,5,1,50,2,0,0,0,0,0,4.5,3,3,5,0,3,10,10,1,5,0,18000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,48,0,0,0,3,0,1,9,1,3,0,3,2,48,2,0,0,0,0,60,4.75,3,2.5,3,0,4,6,5,3,4,1,115000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,49,1,0,0,3,0,1,6,1,3,1,3,1,30,2,0,0,0,0,180,6,3,2,3,0,3,10,10,3,4,1,115000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
3,59,1,0,0,6,0,1,9,1,3,1,5,1,15,2,1,0,1,1,180,7.5,4,1,5,0,4,5,2,3,4,1,100000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,33,0,0,0,6,0,1,6,2,0,1,5,1,20,1,1,1,1,1,240,6.75,4,3,5,0,4,10,4,5,4,1,100000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,35,1,0,0,6,0,1,6,2,0,1,5,1,63,1,0,0,0,0,120,9.5,3,3,1.5,0,5,5,5,4,5,1,100000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,30,1,0,0,3,0,1,6,1,3,1,5,1,63,2,0,0,0,0,120,3.75,3,3,4,0,4,8,8,3,4,1,100000,3,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,59,1,0,0,7,0,1,6,1,3,1,5,1,10,2,1,1,1,0,300,4.5,5,1.5,3.5,0,4,8,7,4,5,1,52000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,30,1,0,0,7,0,1,9,1,3,0,5,1,96,1,1,0,0,0,90,5.5,2,3,3,0,3,5,5,2,4,1,52000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,36,1,0,0,6,0,1,9,2,0,1,5,1,60,2,1,0,1,1,60,3.75,2,3,3,0,3,3,3,3,4,1,80000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,34,0,0,0,6,1,1,9,2,0,1,5,0,0,2,1,0,0,0,300,3,2,2.5,3,0,2,8,7,4,4,1,80000,2,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
2,60,1,0,0,3,0,1,9,2,3,1,5,1,50,2,0,0,0,0,0,4,3,3,3.5,1,4,3,7,4,3,1,30000,1,2,73675,16881.64321,2.421858727,0.13775457,0.7992298
