Y,age,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,fam_eduratio,house,fam_income,fam_income_rel,area,reg_svc,reg_urgap,reg_edu
2,41,0,0,0,4,0,1,15,0,6,1,5,1,50,5,0,0,0,0,240,5.50 ,3,1.50 ,3.50 ,0,4,8,5,2,5,0.000 ,1,150000,3,2,10784.7954 ,2.058 ,16.9900 
2,41,1,0,0,4,0,1,9,0,6,1,5,1,40,2,0,0,0,0,0,4.50 ,2,2.50 ,4.00 ,0,4,5,6,3,3,0.000 ,1,150000,3,2,10784.7954 ,2.058 ,16.9900 
2,34,1,0,0,4,0,1,12,3,6,1,3,1,30,0,1,0,1,0,120,4.50 ,3,2.50 ,3.00 ,0,2,8,5,3,4,0.200 ,1,40000,1,2,10784.7954 ,2.058 ,16.9900 
2,37,0,0,0,4,0,1,6,3,6,1,1,1,10,1,0,0,1,1,50,3.50 ,1,1.00 ,5.00 ,0,1,10,10,3,4,0.200 ,1,40000,1,2,10784.7954 ,2.058 ,16.9900 
3,53,1,0,0,3,0,1,9,2,0,1,5,1,50,2,0,0,1,1,0,5.75 ,3,1.00 ,5.00 ,0,4,9,7,5,4,0.533 ,1,43000,2,2,10784.7954 ,2.058 ,16.9900 
2,57,1,0,0,7,0,1,9,1,0,1,5,1,10,1,1,0,1,0,30,4.25 ,2,3.50 ,3.00 ,0,4,0,1,4,4,0.033 ,1,51000,2,2,10784.7954 ,2.058 ,16.9900 
2,33,1,0,0,7,0,1,12,0,3,1,5,1,60,1,1,1,1,0,120,4.25 ,3,4.00 ,3.00 ,0,3,10,5,3,2,0.033 ,1,51000,2,2,10784.7954 ,2.058 ,16.9900 
2,41,0,0,0,5,0,1,6,0,3,1,5,1,30,2,1,1,1,1,180,6.25 ,2,1.50 ,2.50 ,0,4,3,8,1,3,0.000 ,1,110000,3,2,10784.7954 ,2.058 ,16.9900 
3,41,1,0,0,5,0,1,9,0,3,1,5,1,70,2,1,0,1,0,15,4.75 ,5,1.00 ,3.00 ,0,5,10,5,5,4,0.000 ,1,110000,3,2,10784.7954 ,2.058 ,16.9900 
2,51,1,0,0,4,0,1,6,4,0,1,5,1,3,1,0,0,1,1,0,6.75 ,4,3.00 ,2.50 ,0,3,5,5,3,4,0.000 ,1,150000,4,2,10784.7954 ,2.058 ,16.9900 
2,47,0,0,0,4,0,1,6,4,0,1,5,1,7,1,0,0,0,1,0,6.00 ,5,3.50 ,3.00 ,0,3,3,6,5,4,0.000 ,1,150000,4,2,10784.7954 ,2.058 ,16.9900 
2,44,0,1,0,4,0,1,9,0,3,1,3,1,70,2,0,0,0,0,120,5.00 ,3,4.00 ,3.50 ,0,2,8,8,2,3,0.053 ,1,86750,2,2,10784.7954 ,2.058 ,16.9900 
2,44,1,1,0,4,0,1,12,0,3,0,5,1,70,2,0,0,0,0,180,4.00 ,2,3.00 ,3.00 ,0,3,5,5,1,3,0.053 ,1,86750,2,2,10784.7954 ,2.058 ,16.9900 
2,57,1,1,0,3,0,1,9,2,0,1,3,1,40,2,0,0,0,0,0,4.00 ,3,2.50 ,2.50 ,0,1,10,8,1,2,0.000 ,1,50000,3,2,10784.7954 ,2.058 ,16.9900 
3,48,0,1,0,5,0,1,6,2,0,1,5,1,35,2,0,0,0,0,0,4.50 ,4,4.00 ,3.50 ,0,4,3,3,5,5,0.122 ,1,39300,1,2,10784.7954 ,2.058 ,16.9900 
2,26,1,1,0,7,0,1,15,1,0,1,4,1,45,5,0,0,0,0,600,6.25 ,3,4.50 ,2.00 ,0,3,7,6,3,2,0.000 ,1,80000,2,2,10784.7954 ,2.058 ,16.9900 
2,53,1,1,0,5,0,1,9,2,3,1,5,1,42,2,0,0,1,0,0,6.75 ,3,2.50 ,3.00 ,0,4,7,7,2,4,0.000 ,1,60000,3,2,10784.7954 ,2.058 ,16.9900 
1,55,1,1,0,2,0,1,9,1,0,1,5,1,56,2,0,0,1,1,60,6.00 ,4,3.00 ,4.50 ,0,3,8,8,2,4,0.000 ,1,31000,2,2,10784.7954 ,2.058 ,16.9900 
1,59,1,1,0,7,0,1,6,2,6,1,3,1,46,2,0,0,1,0,0,1.75 ,3,1.50 ,3.00 ,0,2,9,8,1,3,0.015 ,1,190000,3,2,10784.7954 ,2.058 ,16.9900 
2,47,0,1,0,4,0,1,9,0,3,1,3,1,56,2,0,0,0,0,0,5.00 ,3,1.50 ,3.00 ,0,4,8,7,4,4,0.800 ,1,60000,2,2,10784.7954 ,2.058 ,16.9900 
2,47,1,1,0,4,0,1,12,0,3,1,5,1,50,2,1,0,0,1,60,3.00 ,3,2.00 ,4.50 ,0,3,10,9,3,4,0.800 ,1,60000,2,2,10784.7954 ,2.058 ,16.9900 
2,37,1,1,0,5,0,1,9,1,0,1,5,1,35,2,1,0,1,0,40,4.50 ,2,2.50 ,2.00 ,0,2,8,7,1,4,0.000 ,1,50000,2,2,10784.7954 ,2.058 ,16.9900 
2,36,0,1,0,5,0,1,9,1,0,1,5,1,60,1,1,0,0,0,0,6.25 ,5,1.00 ,1.00 ,0,4,0,0,5,5,0.000 ,1,50000,2,2,10784.7954 ,2.058 ,16.9900 
3,39,1,1,0,7,0,1,16,3,7,1,3,1,35,2,1,1,1,1,120,4.75 ,4,4.00 ,3.50 ,0,3,6,5,4,4,0.800 ,1,10000,1,2,10784.7954 ,2.058 ,16.9900 
2,53,1,1,0,7,0,1,6,0,6,1,5,1,56,1,0,0,0,0,0,6.50 ,4,4.50 ,5.00 ,0,4,8,5,5,4,0.000 ,1,170000,3,2,10784.7954 ,2.058 ,16.9900 
3,31,1,1,0,7,0,1,12,2,0,1,5,2,60,5,1,0,1,0,80,5.75 ,3,2.00 ,2.50 ,0,4,5,5,5,4,0.000 ,1,170000,3,2,10784.7954 ,2.058 ,16.9900 
2,33,1,0,0,4,0,1,12,0,3,1,5,1,40,2,0,0,0,0,60,4.50 ,2,1.50 ,2.50 ,0,3,10,8,3,4,0.120 ,1,60000,2,2,10784.7954 ,2.058 ,16.9900 
2,33,0,0,0,4,0,1,9,0,3,1,4,1,15,2,0,0,0,0,420,5.25 ,3,3.00 ,4.00 ,0,3,5,5,3,4,0.120 ,1,60000,2,2,10784.7954 ,2.058 ,16.9900 
2,41,1,0,1,7,0,1,12,2,6,1,5,1,56,2,1,0,0,1,90,4.25 ,3,1.00 ,2.00 ,0,4,6,5,3,1,0.200 ,1,100000,3,2,10784.7954 ,2.058 ,16.9900 
2,39,0,0,0,7,0,1,6,2,6,1,5,1,56,2,1,1,1,1,60,5.00 ,5,5.00 ,5.00 ,0,3,0,10,4,5,0.200 ,1,100000,3,2,10784.7954 ,2.058 ,16.9900 
2,57,1,0,0,4,0,1,6,1,6,1,2,1,35,2,0,0,0,0,0,6.00 ,4,3.00 ,3.00 ,0,3,9,6,2,4,0.167 ,1,30000,2,2,10784.7954 ,2.058 ,16.9900 
2,33,1,0,0,6,0,1,12,2,3,1,4,1,6,2,1,1,0,1,15,2.50 ,3,3.50 ,4.00 ,0,3,9,4,5,4,0.107 ,1,12300,1,2,10784.7954 ,2.058 ,16.9900 
2,58,1,0,0,7,0,1,9,9,9,1,5,1,12,2,0,0,0,0,0,6.25 ,5,5.00 ,5.00 ,0,4,10,10,4,4,0.000 ,1,70000,1,2,10784.7954 ,2.058 ,16.9900 
2,32,1,0,0,7,0,1,9,2,3,1,5,1,55,5,1,1,0,0,120,5.50 ,1,4.00 ,5.00 ,0,2,8,10,3,4,0.000 ,1,70000,1,2,10784.7954 ,2.058 ,16.9900 
2,45,1,0,0,6,0,1,6,1,3,1,5,1,60,2,0,0,0,0,0,5.25 ,5,3.00 ,3.00 ,0,4,10,10,5,4,0.800 ,1,50000,1,2,10784.7954 ,2.058 ,16.9900 
2,44,0,0,0,6,0,1,9,1,3,1,5,1,20,2,0,0,1,0,0,5.25 ,5,2.50 ,4.50 ,0,4,8,7,5,3,0.800 ,1,50000,1,2,10784.7954 ,2.058 ,16.9900 
2,45,0,0,0,4,0,1,12,0,3,1,5,1,8,2,0,0,1,0,150,6.25 ,4,5.00 ,5.00 ,0,3,8,5,3,4,0.000 ,1,50000,2,2,10784.7954 ,2.058 ,16.9900 
2,45,1,0,0,4,0,1,15,0,3,1,5,1,60,2,0,0,1,1,40,5.25 ,3,3.00 ,3.50 ,0,4,10,5,3,4,0.000 ,1,50000,2,2,10784.7954 ,2.058 ,16.9900 
2,44,1,1,0,8,0,1,12,1,3,1,5,1,70,2,1,0,0,1,60,5.75 ,3,3.00 ,3.00 ,0,4,8,8,3,4,0.031 ,1,142000,3,2,10784.7954 ,2.058 ,16.9900 
2,33,1,0,0,6,0,1,16,0,0,0,5,1,75,2,1,1,1,1,60,2.75 ,2,1.00 ,3.00 ,0,4,5,5,3,1,0.000 ,1,110000,2,2,10784.7954 ,2.058 ,16.9900 
3,46,1,0,0,7,0,1,9,2,0,1,5,1,70,2,1,0,0,0,120,4.75 ,3,2.50 ,4.00 ,0,3,8,8,4,4,0.800 ,1,40000,1,2,10784.7954 ,2.058 ,16.9900 
1,44,0,0,0,7,0,1,9,2,0,1,5,1,16,2,0,0,0,0,120,6.25 ,5,4.50 ,5.00 ,0,3,5,5,5,5,0.800 ,1,40000,1,2,10784.7954 ,2.058 ,16.9900 
3,45,1,0,1,5,0,1,15,0,9,1,3,2,25,2,0,0,1,0,180,5.25 ,3,2.00 ,3.50 ,0,3,10,5,3,4,0.333 ,0,130000,3,2,10784.7954 ,2.058 ,16.9900 
2,54,1,0,0,2,0,1,6,1,6,1,5,1,50,1,1,0,0,1,60,4.75 ,5,5.00 ,5.00 ,0,4,0,10,4,4,0.000 ,1,15000,3,2,10784.7954 ,2.058 ,16.9900 
2,57,1,0,0,5,0,1,9,0,0,1,5,1,40,2,0,0,0,0,120,8.75 ,5,2.00 ,4.00 ,0,4,10,10,5,4,0.100 ,1,60000,1,2,10784.7954 ,2.058 ,16.9900 
1,33,1,0,0,5,0,1,9,3,0,1,5,1,70,2,1,0,1,1,0,4.50 ,3,3.00 ,3.50 ,0,4,8,6,5,4,0.100 ,1,60000,1,2,10784.7954 ,2.058 ,16.9900 
2,36,0,0,0,5,0,1,9,3,0,1,5,1,42,2,1,0,0,0,60,3.75 ,3,4.00 ,3.00 ,0,4,3,3,5,4,0.100 ,1,60000,1,2,10784.7954 ,2.058 ,16.9900 
2,44,1,0,0,4,0,1,9,3,0,1,5,2,10,2,0,0,0,0,300,4.50 ,3,2.50 ,3.00 ,0,2,8,5,3,4,0.667 ,0,80000,3,2,10784.7954 ,2.058 ,16.9900 
2,41,0,0,0,4,0,1,9,3,0,1,5,1,70,2,0,0,0,1,240,6.50 ,4,3.00 ,4.50 ,0,4,7,5,3,4,0.667 ,0,80000,3,2,10784.7954 ,2.058 ,16.9900 
2,54,1,0,0,7,0,1,9,0,9,1,1,1,25,2,0,0,1,1,300,4.00 ,3,2.00 ,5.00 ,0,3,10,5,1,2,0.318 ,1,142000,2,2,10784.7954 ,2.058 ,16.9900 
2,33,1,0,0,7,0,1,6,2,3,1,5,1,70,1,1,0,1,0,120,4.00 ,2,3.00 ,3.00 ,0,3,7,7,5,4,0.318 ,1,142000,2,2,10784.7954 ,2.058 ,16.9900 
3,35,0,0,0,7,0,1,9,2,3,1,5,1,56,2,1,0,0,0,180,7.00 ,4,1.00 ,3.00 ,0,4,10,8,4,4,0.318 ,1,142000,2,2,10784.7954 ,2.058 ,16.9900 
3,40,1,0,0,6,0,1,9,0,3,1,5,1,70,2,1,0,1,0,120,3.00 ,3,1.00 ,4.00 ,0,4,5,5,3,4,0.120 ,1,115000,2,2,10784.7954 ,2.058 ,16.9900 
3,40,0,0,0,6,0,1,12,0,3,1,5,1,46,2,0,0,0,0,180,5.25 ,3,1.50 ,2.00 ,0,3,5,5,4,4,0.120 ,1,115000,2,2,10784.7954 ,2.058 ,16.9900 
2,51,1,0,0,3,0,1,6,6,6,1,5,2,70,2,0,0,0,0,0,5.00 ,5,3.00 ,2.50 ,0,4,10,6,5,3,0.800 ,1,110000,3,2,10784.7954 ,2.058 ,16.9900 
1,45,0,0,0,3,0,1,0,6,6,1,4,1,5,2,0,0,1,0,0,5.00 ,5,5.00 ,3.50 ,0,3,5,0,5,2,0.800 ,1,110000,3,2,10784.7954 ,2.058 ,16.9900 
2,42,0,0,0,3,0,1,6,1,0,1,5,1,35,1,0,0,0,0,60,4.75 ,3,3.00 ,5.00 ,0,2,7,3,3,4,0.500 ,1,30000,2,2,10784.7954 ,2.058 ,16.9900 
2,41,1,0,0,3,0,1,6,1,0,1,4,1,70,2,0,0,0,0,90,4.50 ,3,2.50 ,2.50 ,0,3,5,7,3,4,0.500 ,1,30000,2,2,10784.7954 ,2.058 ,16.9900 
2,32,0,1,0,4,0,1,15,0,6,1,3,1,8,5,1,0,1,0,1440,4.25 ,3,3.50 ,4.50 ,1,3,10,10,4,4,0.013 ,0,300000,4,2,10784.7954 ,2.058 ,16.9900 
3,43,1,1,0,6,0,1,9,2,3,1,5,1,56,5,0,0,1,0,300,5.25 ,3,2.50 ,4.00 ,0,3,6,5,3,3,0.306 ,1,79320,2,2,10784.7954 ,2.058 ,16.9900 
4,45,0,1,0,6,0,1,6,2,3,1,5,1,48,4,0,0,0,0,30,5.00 ,5,5.00 ,2.50 ,0,4,10,6,1,3,0.306 ,1,79320,2,2,10784.7954 ,2.058 ,16.9900 
2,41,1,1,0,6,0,1,9,1,0,1,5,1,65,2,0,0,0,0,60,4.00 ,3,5.00 ,5.00 ,0,4,8,8,4,3,0.235 ,1,91440,2,2,10784.7954 ,2.058 ,16.9900 
2,40,0,1,0,6,0,1,9,1,0,1,3,1,48,5,0,0,1,0,120,4.25 ,3,5.00 ,5.00 ,0,2,3,5,3,4,0.235 ,1,91440,2,2,10784.7954 ,2.058 ,16.9900 
2,54,1,1,0,6,0,1,9,2,3,1,5,1,15,2,0,0,0,1,0,5.75 ,2,4.00 ,4.00 ,0,3,10,10,1,4,0.000 ,1,100000,2,2,10784.7954 ,2.058 ,16.9900 
2,32,1,1,0,6,0,1,12,2,0,0,4,1,40,5,1,1,1,1,180,6.25 ,3,3.00 ,3.50 ,0,3,5,5,3,4,0.000 ,1,100000,2,2,10784.7954 ,2.058 ,16.9900 
2,54,1,1,0,5,0,1,9,2,0,1,5,1,70,2,0,0,0,0,0,5.75 ,4,5.00 ,3.50 ,0,3,1,3,3,4,0.760 ,1,70000,2,2,10784.7954 ,2.058 ,16.9900 
2,35,1,1,0,5,0,1,9,1,0,1,5,1,70,1,1,0,0,0,120,2.50 ,3,3.00 ,3.00 ,0,3,8,8,3,4,0.600 ,1,53000,2,2,10784.7954 ,2.058 ,16.9900 
2,36,0,1,0,5,0,1,9,1,0,1,4,1,40,1,0,0,0,0,120,3.50 ,2,3.00 ,3.00 ,0,3,8,8,4,4,0.600 ,1,53000,2,2,10784.7954 ,2.058 ,16.9900 
2,58,1,1,0,3,0,1,9,2,3,1,5,1,6,2,0,0,0,0,0,6.00 ,4,4.00 ,4.00 ,0,3,8,8,2,2,0.000 ,1,80000,3,2,10784.7954 ,2.058 ,16.9900 
2,42,1,1,0,7,0,1,0,9,0,1,5,1,3,1,1,1,0,1,0,10.00 ,5,5.00 ,5.00 ,0,5,10,10,5,4,0.350 ,1,30000,1,2,10784.7954 ,2.058 ,16.9900 
2,56,1,1,1,5,0,1,9,1,3,1,5,0,0,2,0,0,0,0,180,8.00 ,3,2.00 ,3.00 ,0,5,8,5,4,4,0.400 ,1,100000,2,2,10784.7954 ,2.058 ,16.9900 
2,32,1,1,0,5,0,1,16,0,0,1,4,1,50,2,1,0,1,0,180,5.75 ,3,2.50 ,3.00 ,0,4,4,5,3,4,0.400 ,1,100000,2,2,10784.7954 ,2.058 ,16.9900 
2,33,1,1,0,4,0,1,12,3,3,1,5,1,40,1,1,0,1,0,0,7.00 ,3,3.00 ,3.00 ,0,4,5,5,3,4,0.400 ,1,80000,2,2,10784.7954 ,2.058 ,16.9900 
2,50,1,1,0,4,0,1,0,1,6,1,5,1,20,2,0,0,0,0,0,8.25 ,3,4.00 ,4.00 ,0,4,10,10,5,5,0.355 ,1,27700,1,2,10784.7954 ,2.058 ,16.9900 
1,43,0,1,0,5,1,1,12,5,0,1,3,0,0,2,0,1,0,1,300,5.25 ,2,3.00 ,3.50 ,0,3,5,8,3,4,0.020 ,1,100000,2,2,10784.7954 ,2.058 ,16.9900 
2,48,0,1,0,3,1,1,15,0,0,1,5,2,20,2,0,0,0,0,360,6.75 ,3,3.00 ,4.00 ,0,3,7,6,3,2,0.400 ,1,90000,3,2,10784.7954 ,2.058 ,16.9900 
2,43,1,1,0,6,0,1,12,0,0,0,2,1,70,2,0,0,1,1,180,5.50 ,2,5.00 ,1.00 ,0,3,7,6,3,4,0.043 ,1,130000,2,2,10784.7954 ,2.058 ,16.9900 
2,43,0,1,0,6,0,1,12,0,0,0,3,1,30,2,0,0,1,1,480,6.00 ,1,4.50 ,2.00 ,0,4,10,8,3,4,0.043 ,1,130000,2,2,10784.7954 ,2.058 ,16.9900 
2,38,1,1,1,6,1,1,19,0,3,1,5,2,40,5,1,0,0,1,120,5.00 ,4,2.50 ,1.00 ,0,4,7,6,5,4,0.200 ,1,360000,4,2,10784.7954 ,2.058 ,16.9900 
1,60,1,1,0,3,1,1,9,2,3,1,5,0,0,1,0,0,0,0,300,2.00 ,3,4.50 ,2.00 ,0,3,10,4,2,3,0.000 ,1,26000,1,2,10784.7954 ,2.058 ,16.9900 
2,40,0,1,0,5,1,1,15,2,1,1,4,2,40,5,0,0,1,0,60,7.25 ,3,1.00 ,5.00 ,0,3,10,3,1,3,0.040 ,1,130000,3,2,10784.7954 ,2.058 ,16.9900 
1,54,1,1,1,3,1,1,16,1,4,1,5,2,40,5,0,0,0,0,120,6.50 ,3,3.00 ,3.00 ,0,4,5,3,4,4,0.122 ,1,250000,4,2,10784.7954 ,2.058 ,16.9900 
2,34,1,1,0,6,1,1,12,1,0,1,5,1,12,0,1,1,1,0,300,5.00 ,3,1.00 ,5.00 ,0,4,10,10,5,4,0.240 ,1,60000,1,2,10784.7954 ,2.058 ,16.9900 
2,33,0,1,0,6,1,1,12,1,0,1,4,2,40,2,0,0,0,0,120,3.00 ,2,2.50 ,3.00 ,0,3,9,5,5,4,0.240 ,1,60000,1,2,10784.7954 ,2.058 ,16.9900 
2,60,1,1,0,5,1,1,9,4,0,1,5,0,0,2,0,0,0,0,300,5.50 ,3,4.00 ,4.00 ,0,3,6,6,2,3,0.200 ,1,150000,3,2,10784.7954 ,2.058 ,16.9900 
2,35,0,1,0,5,1,1,16,0,0,0,5,2,45,5,1,0,1,0,240,7.50 ,5,1.00 ,5.00 ,0,4,8,8,4,4,0.200 ,1,150000,3,2,10784.7954 ,2.058 ,16.9900 
2,58,1,1,0,4,1,1,12,1,6,1,5,1,1,1,0,0,0,0,8,3.25 ,1,5.00 ,1.50 ,0,3,8,8,1,5,0.000 ,0,40000,1,2,10784.7954 ,2.058 ,16.9900 
3,50,1,1,0,7,1,1,9,1,3,1,5,1,30,2,0,0,0,1,0,4.75 ,2,1.00 ,5.00 ,0,4,10,6,3,4,0.000 ,1,150000,4,2,10784.7954 ,2.058 ,16.9900 
2,49,0,1,0,7,1,1,12,1,3,1,5,1,56,2,0,0,0,0,60,6.75 ,3,3.00 ,4.00 ,0,5,7,7,3,4,0.000 ,1,150000,4,2,10784.7954 ,2.058 ,16.9900 
2,50,1,1,0,5,1,1,12,1,3,1,5,2,56,5,1,1,1,1,60,4.50 ,2,2.50 ,3.00 ,0,4,7,5,3,5,0.000 ,1,36000,1,2,10784.7954 ,2.058 ,16.9900 
1,49,0,1,0,5,1,1,9,1,3,1,2,2,6,3,0,0,1,1,300,2.75 ,2,3.00 ,5.00 ,0,4,9,7,3,3,0.000 ,1,36000,1,2,10784.7954 ,2.058 ,16.9900 
2,44,1,1,0,6,1,1,9,4,0,1,5,1,50,2,1,1,0,1,180,4.75 ,1,3.00 ,3.00 ,0,4,7,7,3,4,0.200 ,0,60000,2,2,10784.7954 ,2.058 ,16.9900 
2,48,0,1,0,6,1,1,9,4,0,1,5,1,45,5,0,1,0,0,180,6.50 ,3,2.00 ,4.00 ,0,2,7,8,5,4,0.200 ,0,60000,2,2,10784.7954 ,2.058 ,16.9900 
2,49,0,1,0,5,1,1,12,2,0,1,3,2,84,4,0,0,0,0,840,5.50 ,5,5.00 ,4.00 ,0,3,10,10,2,3,0.000 ,1,110000,2,2,10784.7954 ,2.058 ,16.9900 
1,51,1,1,0,5,1,1,12,2,0,1,3,2,40,5,0,0,1,1,60,5.50 ,4,3.50 ,4.50 ,0,3,10,8,5,4,0.000 ,1,110000,2,2,10784.7954 ,2.058 ,16.9900 
2,58,1,1,0,3,1,1,9,4,3,1,5,2,56,5,0,0,0,1,180,6.75 ,4,5.00 ,4.00 ,0,5,2,9,3,4,0.000 ,1,55000,3,2,10784.7954 ,2.058 ,16.9900 
1,45,0,1,0,6,1,1,9,1,3,1,5,1,55,2,1,1,0,0,270,6.50 ,3,3.50 ,4.50 ,0,4,2,2,3,4,0.060 ,1,100000,2,2,10784.7954 ,2.058 ,16.9900 
1,44,1,1,0,6,1,1,12,1,3,0,5,1,48,2,0,1,0,0,120,4.00 ,2,3.00 ,3.00 ,0,3,8,7,3,4,0.060 ,1,100000,2,2,10784.7954 ,2.058 ,16.9900 
2,52,1,1,1,2,1,1,15,0,9,1,4,2,50,4,0,0,1,0,240,1.75 ,3,4.00 ,2.00 ,0,3,8,8,1,4,0.000 ,1,200000,4,2,10784.7954 ,2.058 ,16.9900 
1,47,0,1,0,3,1,1,16,1,1,1,5,2,48,5,0,0,1,0,450,5.75 ,4,3.00 ,2.50 ,0,3,2,2,5,4,0.100 ,1,100000,3,2,10784.7954 ,2.058 ,16.9900 
2,49,1,1,0,3,1,1,9,2,9,1,1,1,77,2,0,0,1,1,240,6.00 ,2,3.50 ,4.00 ,0,3,10,5,1,3,0.000 ,1,100000,3,2,10784.7954 ,2.058 ,16.9900 
1,49,0,1,0,3,1,1,15,12,3,0,3,1,45,5,0,0,0,0,60,5.00 ,2,3.00 ,4.00 ,0,4,10,10,3,4,0.320 ,1,70000,3,2,10784.7954 ,2.058 ,16.9900 
2,32,1,1,0,3,0,1,12,3,0,1,4,1,50,5,0,0,0,0,5,5.50 ,3,3.50 ,2.00 ,0,4,4,5,3,4,0.050 ,0,160000,4,2,10784.7954 ,2.058 ,16.9900 
2,55,1,1,1,3,1,1,16,3,1,1,5,2,60,5,0,0,0,0,100,6.25 ,3,3.00 ,2.00 ,0,4,10,8,3,4,0.000 ,1,130000,4,2,10784.7954 ,2.058 ,16.9900 
3,54,1,1,1,5,1,1,15,1,0,1,5,0,0,5,1,1,0,0,0,3.00 ,1,1.00 ,1.00 ,0,1,10,10,1,2,0.078 ,1,160000,3,2,10784.7954 ,2.058 ,16.9900 
1,28,1,1,0,5,1,0,16,5,0,1,5,2,40,5,1,1,0,1,180,7.50 ,2,2.50 ,3.00 ,0,4,7,7,3,4,0.078 ,1,160000,3,2,10784.7954 ,2.058 ,16.9900 
3,48,0,1,0,3,1,1,0,3,12,1,4,1,15,2,0,0,1,0,2,6.75 ,3,3.00 ,4.00 ,0,3,10,5,3,2,0.000 ,1,50000,3,2,10784.7954 ,2.058 ,16.9900 
2,51,1,1,0,3,0,1,12,3,12,1,4,1,14,2,0,0,0,0,480,6.75 ,2,1.00 ,3.50 ,0,3,2,2,4,4,0.000 ,1,50000,3,2,10784.7954 ,2.058 ,16.9900 
2,31,1,1,0,5,1,1,6,0,9,1,5,1,72,2,1,1,1,1,180,7.25 ,3,3.00 ,4.50 ,0,4,7,5,4,4,0.144 ,1,41500,1,2,10784.7954 ,2.058 ,16.9900 
2,40,0,1,0,7,0,1,12,2,3,1,5,1,48,5,0,1,1,0,30,8.75 ,4,2.00 ,4.00 ,0,4,10,8,5,4,0.213 ,1,103920,2,2,10784.7954 ,2.058 ,16.9900 
2,48,0,1,0,4,1,1,0,4,6,1,5,0,0,2,0,0,1,0,180,7.50 ,2,1.00 ,2.00 ,0,1,8,8,1,4,0.267 ,1,75000,2,2,10784.7954 ,2.058 ,16.9900 
2,38,1,0,0,6,0,1,6,2,0,1,5,1,63,1,1,0,0,0,180,4.00 ,3,3.50 ,3.50 ,0,3,9,8,3,4,0.133 ,1,13000,2,2,10784.7954 ,2.058 ,16.9900 
2,36,0,0,0,6,0,1,6,2,0,1,2,0,0,1,0,0,0,0,120,5.25 ,3,3.00 ,3.00 ,1,4,5,5,1,5,0.133 ,1,13000,2,2,10784.7954 ,2.058 ,16.9900 
2,39,0,0,0,6,0,1,9,3,3,1,5,1,35,2,1,0,1,1,60,8.25 ,3,1.00 ,5.00 ,0,4,10,10,5,5,0.667 ,1,50000,1,2,10784.7954 ,2.058 ,16.9900 
2,60,1,0,0,6,0,1,9,0,0,1,5,0,0,1,0,0,0,0,0,3.50 ,3,5.00 ,4.00 ,0,3,10,5,1,4,0.038 ,1,9500,1,2,10784.7954 ,2.058 ,16.9900 
1,58,1,0,0,8,0,1,12,1,6,1,4,1,30,2,0,0,0,0,80,5.50 ,3,1.00 ,4.50 ,0,3,10,6,3,4,0.000 ,1,130000,2,2,10784.7954 ,2.058 ,16.9900 
3,54,1,1,1,3,0,1,9,3,3,1,5,1,84,2,0,0,1,0,0,3.75 ,3,3.00 ,3.00 ,0,3,10,10,4,4,0.000 ,0,100000,3,1,14642.5535 ,2.411 ,15.9900 
2,51,1,0,0,5,0,1,6,2,0,1,4,1,20,2,1,0,1,1,120,3.00 ,3,3.50 ,2.00 ,0,3,10,10,1,4,0.320 ,1,30000,1,2,10784.7954 ,2.058 ,16.9900 
2,48,0,0,0,3,0,1,9,2,9,1,4,2,43,2,0,0,0,0,120,6.25 ,3,2.50 ,1.00 ,0,4,4,8,3,4,0.200 ,1,50000,2,2,10784.7954 ,2.058 ,16.9900 
2,58,1,0,0,7,0,1,6,3,6,1,5,1,42,2,0,0,0,0,0,3.50 ,4,3.00 ,4.50 ,0,3,10,10,3,2,0.125 ,1,75000,2,2,10784.7954 ,2.058 ,16.9900 
2,57,1,1,0,3,0,1,9,0,3,1,5,0,0,1,0,1,1,1,120,4.75 ,3,3.00 ,3.00 ,0,4,6,6,5,2,0.003 ,0,400000,4,2,10784.7954 ,2.058 ,16.9900 
2,41,1,1,0,5,1,1,15,0,0,1,5,2,40,5,1,0,1,1,120,5.00 ,2,3.00 ,3.00 ,0,4,7,5,4,4,0.075 ,1,250000,4,2,10784.7954 ,2.058 ,16.9900 
1,41,0,1,0,5,1,1,15,0,0,1,5,2,40,5,0,0,0,1,120,7.50 ,3,2.50 ,3.50 ,0,4,5,0,5,3,0.075 ,1,250000,4,2,10784.7954 ,2.058 ,16.9900 
2,60,1,1,0,5,0,1,0,1,0,1,5,0,0,2,0,0,0,0,0,5.75 ,5,5.00 ,5.00 ,0,5,5,10,1,4,0.250 ,0,50000,3,2,10784.7954 ,2.058 ,16.9900 
3,52,1,1,0,2,0,1,9,1,0,1,5,1,70,2,0,0,1,1,180,6.25 ,5,3.50 ,5.00 ,0,5,10,5,3,5,0.000 ,1,50000,3,2,10784.7954 ,2.058 ,16.9900 
2,58,1,1,0,3,0,1,6,0,6,1,3,0,0,2,0,0,0,1,160,6.00 ,4,3.50 ,4.50 ,0,3,4,4,5,4,0.000 ,1,15000,1,2,10784.7954 ,2.058 ,16.9900 
