Y,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility
2,0,1,0,5,0,0,15,2,3,0,4,1,40,5,1,0,0,0,240,5.75 ,3,2.00 ,3.50 ,0,4,8,9,4,4,0,96000,2,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
2,1,1,0,5,0,1,15,0,6,0,5,1,72,5,0,0,0,0,240,5.50 ,3,3.00 ,3.00 ,0,4,8,9,4,4,1,150000,3,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,0,1,0,3,1,1,15,0,0,1,4,1,40,5,1,1,0,0,240,3.00 ,3,3.50 ,1.50 ,0,3,8,7,3,2,1,150000,4,2,51096 ,17592.7396 ,1.886 ,0.156 ,0.756 
1,0,1,0,3,1,1,15,5,0,1,4,1,40,5,1,1,1,1,300,4.25 ,2,2.00 ,2.50 ,0,2,8,7,3,4,1,180000,4,1,144390 ,17500.1409 ,2.113 ,0.099 ,0.796 
1,1,1,0,3,1,1,9,1,3,1,5,2,60,5,0,0,1,0,180,8.00 ,3,3.50 ,4.50 ,0,4,6,6,1,3,0,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,1,1,15,0,0,1,3,1,42,5,0,1,0,0,330,2.75 ,2,4.00 ,1.50 ,0,1,8,6,3,4,0,150000,4,1,118496 ,18272.4342 ,1.897 ,0.104 ,0.777 
1,1,1,1,3,1,1,12,2,0,1,5,1,60,2,0,1,1,0,180,3.50 ,3,1.00 ,5.00 ,0,3,7,1,3,4,1,150000,4,2,51096 ,17592.7396 ,1.886 ,0.156 ,0.756 
2,0,1,0,4,0,1,9,0,0,1,4,1,48,5,0,0,0,0,120,4.50 ,3,4.00 ,4.50 ,0,3,8,6,5,4,0,120000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,0,0,0,4,0,1,9,1,0,0,5,0,0,1,0,0,0,0,120,5.25 ,2,2.50 ,5.00 ,0,1,5,0,4,4,1,40000,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
1,0,1,0,2,0,1,9,2,0,0,4,1,42,2,0,0,1,0,240,4.00 ,3,3.00 ,4.00 ,0,4,5,6,4,3,1,120000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,0,0,0,4,0,1,6,2,3,1,5,0,0,1,0,0,1,1,0,5.25 ,3,4.00 ,5.00 ,0,4,10,10,5,4,0,50000,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
1,0,1,0,3,1,1,12,2,3,0,2,1,77,5,0,0,1,0,480,3.75 ,1,2.00 ,4.00 ,0,4,10,10,4,4,1,60000,2,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,0,0,0,7,0,1,9,2,0,1,4,0,0,0,1,0,0,0,120,6.25 ,2,1.00 ,4.50 ,0,3,1,3,3,4,1,170000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
3,1,1,0,7,0,0,12,2,4,1,5,2,90,5,1,1,0,1,180,5.25 ,2,1.00 ,4.00 ,0,4,8,6,4,3,1,150000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,0,5,0,0,6,3,0,1,3,1,70,3,1,1,1,0,180,4.25 ,3,1.00 ,3.00 ,0,2,6,5,3,3,1,50000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,0,5,0,0,12,3,3,1,5,1,56,5,1,0,1,1,180,7.00 ,3,3.00 ,2.00 ,0,3,8,9,5,4,1,60000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,0,6,1,1,15,0,0,1,4,0,0,0,1,1,0,0,30,7.25 ,3,1.00 ,3.00 ,0,3,10,7,3,4,0,120000,4,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
1,1,1,0,4,0,1,9,2,0,1,5,1,70,2,1,1,1,1,60,3.75 ,2,1.00 ,2.50 ,0,3,10,6,3,4,1,40000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,0,7,0,1,9,0,0,1,4,1,63,2,1,0,0,1,120,4.00 ,2,2.50 ,4.00 ,0,3,10,9,5,4,1,120000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,0,6,0,1,9,0,0,1,5,1,60,1,1,0,0,0,120,5.00 ,3,3.00 ,2.00 ,1,4,10,10,4,4,1,50000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,1,9,0,1,19,0,3,1,5,2,40,5,1,1,1,1,240,6.50 ,2,2.00 ,4.00 ,0,4,3,3,3,4,0,200000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,0,5,0,1,6,1,3,1,5,1,63,2,1,1,0,0,120,3.00 ,1,4.00 ,3.00 ,0,2,0,10,2,4,1,60000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,0,7,0,1,6,1,3,1,5,1,63,3,1,1,1,1,150,4.25 ,3,1.50 ,3.00 ,0,5,8,9,5,4,1,40000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,0,4,0,1,15,2,3,1,5,1,84,2,1,0,1,0,240,5.50 ,2,1.00 ,5.00 ,0,4,5,5,2,4,0,75000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,1,0,5,0,1,9,3,6,1,2,1,48,2,0,0,1,1,120,5.00 ,2,3.00 ,2.00 ,0,3,10,5,4,4,0,80000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,1,6,0,1,12,0,0,1,5,1,75,3,1,1,1,1,600,5.50 ,3,3.00 ,3.00 ,0,3,10,10,5,4,1,40000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,8,0,1,9,2,3,1,4,1,50,2,1,1,0,1,270,6.50 ,3,1.50 ,2.50 ,0,4,8,8,3,5,1,56240,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
3,1,0,0,8,0,1,6,1,6,1,5,1,60,1,1,0,1,1,0,5.00 ,3,1.00 ,5.00 ,0,4,10,10,3,4,1,30000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,0,3,1,1,16,1,0,1,5,1,60,5,1,0,1,0,120,7.50 ,3,3.00 ,2.50 ,0,5,8,6,4,4,1,380000,4,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,1,0,6,0,1,15,1,0,1,5,1,49,2,1,1,0,1,180,4.75 ,3,1.00 ,2.50 ,0,3,5,8,5,4,1,150000,4,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
3,1,1,0,13,0,1,6,0,3,1,5,1,80,1,1,0,0,0,120,6.00 ,3,1.00 ,5.00 ,0,1,10,10,3,4,1,120000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,0,7,0,1,12,0,0,1,5,1,54,5,1,1,1,1,120,4.75 ,3,3.50 ,4.00 ,0,4,7,2,3,4,1,150000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,9,0,1,9,1,0,1,4,0,0,1,0,1,0,0,240,6.50 ,3,2.50 ,3.50 ,0,4,7,6,3,4,1,100000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,7,0,1,9,3,0,1,4,0,0,1,1,1,0,1,180,5.75 ,2,3.00 ,3.50 ,0,3,7,8,4,2,1,350000,4,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,3,0,1,9,2,3,1,5,1,63,2,0,0,0,0,30,5.25 ,3,3.00 ,3.00 ,0,3,10,10,5,4,1,40000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,1,4,0,1,9,8,0,1,3,1,48,1,0,0,0,0,120,4.00 ,2,2.00 ,1.00 ,0,3,8,6,3,4,1,60000,2,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
1,0,1,1,2,1,1,16,1,0,0,5,1,45,5,0,0,0,0,180,5.50 ,2,2.50 ,3.00 ,0,4,7,6,3,4,1,250000,4,2,92059 ,14756.7933 ,2.163 ,0.110 ,0.853 
1,0,0,0,3,0,1,6,1,3,1,5,0,0,2,0,0,0,0,240,3.50 ,2,2.50 ,4.00 ,0,4,5,5,4,4,1,43000,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
1,0,0,0,3,0,1,15,0,3,1,5,1,56,2,0,0,1,0,180,3.75 ,1,3.00 ,2.50 ,1,4,10,5,4,4,1,50000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,1,3,1,0,15,4,3,1,5,0,0,2,1,1,1,0,300,6.00 ,3,1.00 ,5.00 ,0,4,8,10,4,4,1,130000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,3,0,1,9,3,3,1,5,1,55,2,0,1,0,0,300,7.75 ,2,1.00 ,3.00 ,0,2,10,10,5,4,1,20000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,1,0,4,0,1,12,3,0,1,5,1,40,1,0,0,0,0,30,4.50 ,5,3.00 ,3.00 ,0,4,0,5,4,4,0,30000,1,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,0,0,0,7,0,1,15,1,6,1,4,1,70,1,1,1,1,0,120,4.50 ,2,2.00 ,3.00 ,0,3,7,8,3,4,1,100000,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,6,0,1,12,2,0,1,5,0,0,2,1,0,0,0,150,4.50 ,1,2.00 ,2.00 ,0,4,5,7,3,4,1,100000,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
3,1,1,0,8,0,1,6,1,3,1,5,1,70,1,1,0,0,0,10,6.00 ,1,1.00 ,3.50 ,0,4,9,8,4,4,1,50000,1,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,6,0,1,9,1,3,1,5,1,70,1,1,1,0,1,180,5.50 ,4,5.00 ,5.00 ,0,3,10,10,4,4,1,100000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,9,0,1,9,3,0,1,5,1,70,2,1,1,0,1,120,6.50 ,5,3.00 ,5.00 ,0,5,10,10,5,4,1,400000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
1,1,1,0,6,1,1,16,1,0,1,4,1,60,5,1,1,1,1,180,6.25 ,2,3.50 ,4.00 ,0,3,8,9,5,4,1,150000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
1,0,0,0,5,0,1,12,1,3,1,5,1,8,5,1,0,1,1,240,7.50 ,5,5.00 ,5.00 ,0,4,10,0,5,4,1,170000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,1,1,6,0,1,12,3,3,1,5,1,48,1,1,1,1,1,360,3.50 ,2,1.00 ,3.50 ,0,3,8,8,4,4,1,50000,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,5,0,1,15,1,0,1,5,1,48,5,1,1,1,1,60,7.50 ,3,1.00 ,5.00 ,0,4,8,2,3,4,1,35000,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,3,0,1,6,1,3,1,5,1,63,2,0,0,0,0,120,3.75 ,3,3.00 ,4.00 ,0,4,8,8,3,4,1,100000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,7,0,1,9,1,3,0,5,1,96,1,1,0,0,0,90,5.50 ,2,3.00 ,3.00 ,0,3,5,5,2,4,1,52000,1,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,5,0,1,6,1,0,1,5,1,2,1,1,1,1,1,120,3.25 ,4,2.50 ,2.50 ,0,4,2,2,5,4,1,30000,1,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,6,0,1,12,2,0,1,5,2,50,5,1,1,1,0,270,7.00 ,3,2.00 ,4.00 ,0,4,7,5,3,4,1,50000,1,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
1,1,1,0,3,1,1,12,1,3,1,3,1,70,0,0,1,0,0,60,3.75 ,1,1.00 ,4.50 ,0,2,5,2,3,4,1,240000,4,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,3,1,1,15,4,1,1,5,1,30,2,1,1,1,1,180,8.75 ,5,5.00 ,5.00 ,0,5,10,10,5,4,1,40000,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,5,0,1,9,6,0,1,5,1,63,2,0,1,0,1,60,5.75 ,1,5.00 ,1.50 ,0,4,10,10,3,4,1,20000,1,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,0,0,9,0,1,12,2,3,1,5,1,56,5,1,0,1,0,120,7.00 ,3,2.50 ,3.50 ,0,5,6,5,2,4,1,166130,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,0,0,0,6,0,1,12,3,3,1,4,0,0,2,1,0,0,0,120,4.25 ,2,3.50 ,5.00 ,0,3,5,1,3,5,1,135000,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,0,1,0,6,0,1,12,4,0,1,3,0,0,1,1,0,0,1,180,1.25 ,2,3.00 ,5.00 ,0,4,9,10,1,3,1,70000,1,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,0,1,0,7,0,1,9,4,0,1,3,0,0,1,1,1,0,1,300,5.50 ,2,3.00 ,3.00 ,0,4,8,10,3,4,1,100000,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
1,0,1,0,6,0,1,9,0,0,0,4,0,0,2,0,0,1,1,150,6.25 ,3,2.50 ,4.00 ,0,2,10,8,3,3,1,70000,1,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,1,0,5,1,1,12,0,0,1,4,1,56,5,1,0,0,1,300,4.75 ,2,3.00 ,3.00 ,0,3,8,6,4,4,1,155000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,0,0,0,5,0,1,6,2,6,1,4,0,0,2,1,0,0,1,240,2.75 ,1,1.00 ,5.00 ,0,3,7,6,3,4,1,80000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
1,0,1,1,4,0,1,9,3,3,1,5,1,60,1,0,0,0,1,5,6.25 ,3,2.00 ,3.00 ,0,4,8,5,3,4,1,80000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
1,0,1,0,5,0,1,9,4,0,1,4,1,60,1,0,1,0,1,180,5.00 ,3,2.00 ,3.00 ,0,3,5,7,3,4,1,120000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,1,1,0,4,0,1,15,0,0,1,5,0,0,1,1,1,1,1,180,4.50 ,3,2.50 ,3.00 ,0,3,7,7,3,4,0,200000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
1,1,1,0,3,0,1,15,1,1,1,5,1,60,5,1,1,1,0,60,6.50 ,3,3.00 ,3.00 ,0,5,4,3,3,4,0,90000,3,1,126829 ,13589.3505 ,2.154 ,0.113 ,0.809 
2,0,1,1,4,0,1,9,8,0,1,3,1,60,2,0,0,1,0,30,2.50 ,3,2.00 ,3.00 ,0,2,6,7,4,4,0,40000,1,1,144390 ,17500.1409 ,2.113 ,0.099 ,0.796 
3,0,0,0,7,0,1,12,2,0,1,3,1,56,2,0,0,1,0,240,3.25 ,1,1.50 ,3.50 ,0,3,10,10,5,3,1,145200,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,0,0,0,3,0,1,9,7,3,1,1,0,0,0,0,0,1,0,30,2.00 ,3,1.50 ,5.00 ,0,3,1,5,2,3,1,100000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,0,1,0,6,0,1,12,4,0,1,5,1,60,2,1,0,1,1,150,4.75 ,3,3.00 ,4.00 ,0,3,5,3,4,4,1,150000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
3,1,0,0,4,0,0,6,1,6,1,3,1,30,1,1,1,1,1,300,5.25 ,3,1.00 ,4.00 ,0,3,10,10,1,2,1,40000,1,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
2,1,1,0,3,1,1,16,2,0,1,5,0,0,5,0,0,0,0,360,6.50 ,3,2.00 ,4.00 ,0,3,6,7,3,4,1,130000,3,2,51096 ,17592.7396 ,1.886 ,0.156 ,0.756 
2,0,0,0,3,0,1,16,0,1,1,4,2,60,5,0,0,0,0,60,3.50 ,3,2.00 ,3.00 ,0,3,8,6,3,4,1,100000,3,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,0,0,0,4,0,1,15,2,6,1,5,1,70,2,1,0,0,0,120,4.50 ,3,3.00 ,4.00 ,0,4,10,10,5,5,1,20000,1,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,0,1,0,4,0,1,9,0,0,1,4,0,0,2,0,0,0,0,150,5.50 ,3,3.00 ,3.50 ,0,4,7,7,4,3,1,60000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
3,0,0,0,4,0,1,12,0,3,1,5,2,40,1,1,0,1,0,300,5.00 ,3,3.00 ,3.00 ,0,4,5,10,3,4,0,230000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,0,1,0,3,0,1,9,1,0,1,5,0,0,1,0,0,1,0,120,3.75 ,2,1.00 ,2.50 ,0,2,5,5,4,4,1,50000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,4,0,1,9,1,0,0,5,1,2,2,1,0,0,1,180,5.00 ,4,1.50 ,3.00 ,0,4,3,3,4,4,1,50000,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,0,0,0,4,0,1,9,1,0,1,3,1,63,1,0,0,0,0,180,4.75 ,3,2.50 ,2.50 ,0,3,8,7,3,3,1,24000,1,2,92059 ,14756.7933 ,2.163 ,0.110 ,0.853 
2,0,1,0,6,0,1,16,3,4,1,5,1,40,1,1,0,1,1,120,6.00 ,3,2.50 ,3.00 ,0,4,8,8,4,4,1,600000,4,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
2,0,0,0,7,0,1,9,15,3,1,5,1,27,0,0,1,1,0,180,2.75 ,5,4.00 ,4.50 ,0,5,10,10,5,4,1,40000,1,3,90663 ,15228.0423 ,2.356 ,0.115 ,0.681 
2,1,1,0,6,1,1,12,5,3,1,4,1,96,5,1,1,1,1,180,4.00 ,2,2.00 ,4.00 ,0,1,10,10,3,2,1,100000,2,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
2,0,1,1,3,0,1,16,2,0,1,5,1,42,5,0,0,0,0,120,6.25 ,1,3.00 ,3.00 ,0,3,6,6,4,2,1,200000,4,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
1,0,1,0,3,0,1,12,1,3,1,2,0,0,1,1,1,0,1,360,2.50 ,2,2.00 ,3.00 ,0,3,6,7,3,4,0,100000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
1,0,1,0,3,0,1,9,4,3,1,3,0,0,2,0,0,0,0,180,7.00 ,3,1.00 ,3.00 ,0,2,6,6,3,4,0,40000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,7,0,1,16,4,10,1,5,1,40,2,0,0,0,0,300,6.25 ,3,2.50 ,2.50 ,0,4,9,9,3,4,1,200000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
1,1,1,0,2,0,1,6,2,3,1,5,1,35,0,0,1,0,0,360,4.00 ,3,2.50 ,3.00 ,0,3,4,4,3,4,1,125000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,4,0,0,12,0,0,1,5,1,70,5,1,0,0,0,180,5.25 ,3,2.00 ,3.00 ,0,3,8,10,3,4,0,200000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
1,0,1,1,3,0,1,15,0,0,0,4,1,30,5,0,0,1,0,360,6.25 ,3,2.50 ,3.00 ,0,4,8,7,3,4,1,260000,4,3,90663 ,15228.0423 ,2.356 ,0.115 ,0.681 
2,1,0,0,6,0,1,9,6,0,1,5,1,30,1,1,1,1,1,120,1.50 ,3,1.00 ,5.00 ,0,5,10,10,5,1,1,80000,2,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
2,1,1,0,3,0,1,9,1,0,1,3,1,72,2,0,1,0,0,60,7.00 ,3,2.00 ,3.00 ,0,3,8,5,3,3,0,80000,3,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
2,0,1,0,1,1,1,16,3,0,1,4,1,40,5,0,0,1,0,150,3.75 ,2,2.00 ,3.00 ,0,4,7,7,4,2,1,33000,3,2,70923 ,16097.7694 ,2.192 ,0.136 ,0.697 
2,0,1,0,4,0,1,12,2,3,1,5,1,55,1,1,1,0,0,300,6.50 ,3,3.00 ,4.00 ,0,3,8,8,5,5,0,130000,3,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,0,1,0,3,0,1,16,5,0,1,5,1,40,5,0,0,1,0,180,7.25 ,3,2.00 ,4.00 ,0,4,8,7,3,4,1,200000,4,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
1,0,1,0,4,0,1,12,8,3,1,3,0,0,2,0,0,0,0,480,1.50 ,2,3.50 ,3.00 ,0,3,10,10,3,4,0,60000,2,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,0,1,0,4,0,1,6,0,3,1,4,1,60,1,1,0,1,1,180,8.75 ,3,3.00 ,3.00 ,0,5,8,5,4,4,1,80000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,0,0,0,4,0,1,12,2,3,1,4,1,54,2,1,0,1,0,120,5.00 ,3,3.00 ,3.00 ,0,4,8,6,3,4,1,260000,4,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
1,0,1,0,5,0,1,12,1,3,1,5,1,70,5,0,0,0,0,30,5.00 ,5,2.00 ,3.00 ,0,3,7,7,5,4,0,150000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,0,0,0,7,0,1,9,1,0,1,4,1,60,2,0,0,0,1,0,5.75 ,3,2.00 ,4.00 ,0,5,6,3,5,2,1,50000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
1,0,1,0,3,1,1,12,0,3,1,4,0,0,2,0,1,0,0,180,2.75 ,1,2.00 ,4.00 ,0,2,8,6,3,4,0,50000,2,2,51096 ,17592.7396 ,1.886 ,0.156 ,0.756 
3,1,1,0,4,0,1,9,2,0,1,5,1,8,2,0,0,0,0,360,5.25 ,3,3.00 ,1.50 ,0,4,10,10,3,4,1,200000,4,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
