Y,age,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility,fam_income1
3,56,1,1,0,2,0,1,6,0,0,1,5,1,28,2,0,0,0,0,120,6,5,5,5,0,3,10,10,3,3,1,4,3,44968,17083,3,0,1,10
1,49,1,1,0,4,0,1,9,1,9,0,5,1,70,2,0,0,1,1,90,6,2,3,3,0,4,6,6,2,4,1,2,3,44968,17083,3,0,1,11
2,48,0,1,0,4,0,1,0,1,9,1,4,1,28,2,0,0,0,0,0,1,5,4,4,0,3,5,5,3,3,1,2,3,44968,17083,3,0,1,11
2,57,1,1,0,3,0,1,9,3,9,1,3,1,60,2,0,0,0,0,120,7,3,4,5,0,3,10,8,1,4,1,1,3,44968,17083,3,0,1,8
2,59,1,1,0,2,0,1,9,1,3,0,5,1,48,2,0,0,0,0,0,9,4,4,5,0,5,8,0,3,4,1,3,3,44968,17083,3,0,1,11
2,60,1,0,1,2,0,1,9,4,3,1,5,1,20,3,0,0,0,0,0,7,3,2,3,0,4,10,5,3,3,0,4,3,44968,17083,3,0,1,11
3,54,1,0,1,5,0,1,6,2,0,1,5,2,47,2,0,0,0,0,0,8,3,3,4,0,4,9,8,2,4,1,2,3,44968,17083,3,0,1,11
2,50,1,0,0,3,0,1,6,2,3,1,5,1,60,2,0,0,0,0,0,7,4,2,4,0,5,0,8,3,5,1,2,3,44968,17083,3,0,1,9
2,48,0,0,0,3,0,1,9,2,3,1,5,1,28,2,0,0,0,0,0,5,3,3,5,0,4,3,6,5,5,1,2,3,44968,17083,3,0,1,9
2,43,1,0,0,6,0,1,6,1,6,0,5,0,0,2,1,0,0,0,240,6,4,4,3,0,3,0,5,3,4,1,1,3,44968,17083,3,0,1,11
2,24,1,0,0,11,0,0,0,1,6,1,5,0,0,2,0,1,0,0,360,7,1,3,5,0,5,3,6,1,4,1,2,3,44968,17083,3,0,1,11
2,45,1,0,0,3,0,0,6,1,6,1,4,1,5,2,0,0,0,0,60,5,5,4,4,1,4,5,5,3,5,1,3,3,44968,17083,3,0,1,11
1,44,0,0,0,3,0,0,0,1,6,1,5,1,10,2,0,0,0,0,0,5,3,4,5,0,5,5,10,3,4,1,3,3,44968,17083,3,0,1,11
3,56,1,0,0,4,0,0,6,3,6,1,5,1,35,2,0,0,0,0,0,4,3,4,3,0,2,6,5,1,4,1,1,3,44968,17083,3,0,1,11
2,29,1,0,0,4,0,0,6,8,6,1,4,0,0,1,0,0,0,0,120,6,1,2,4,0,2,7,4,3,4,1,1,3,44968,17083,3,0,1,11
3,32,1,0,1,6,0,0,9,6,9,1,5,1,55,2,1,1,1,1,120,9,3,2,4,0,4,6,5,3,2,1,1,3,44968,17083,3,0,1,11
3,46,1,0,0,6,0,1,12,2,6,1,5,1,96,2,1,0,1,1,60,6,1,2,4,0,5,10,10,3,4,1,2,3,44968,17083,3,0,1,12
3,44,0,0,0,6,0,1,6,2,6,1,5,1,24,2,0,0,1,1,60,8,1,4,3,0,3,10,8,1,4,1,2,3,44968,17083,3,0,1,12
2,53,1,0,0,3,0,1,6,2,0,1,2,1,80,3,1,0,0,1,180,6,3,3,3,0,4,5,6,3,4,1,3,3,44968,17083,3,0,1,11
2,50,1,0,0,5,0,1,6,3,0,1,5,1,70,2,0,0,0,1,0,5,3,1,5,0,4,10,5,4,4,1,3,3,44968,17083,3,0,1,12
3,47,0,0,0,5,0,1,6,3,0,1,5,1,56,2,0,0,1,0,0,8,1,3,5,0,3,0,0,1,4,1,3,3,44968,17083,3,0,1,12
1,49,0,0,1,2,0,1,9,0,3,1,3,1,56,2,0,0,1,0,1,5,1,3,3,0,2,5,5,3,4,1,3,3,44968,17083,3,0,1,10
2,49,1,0,0,2,0,1,6,0,3,1,5,1,80,2,0,0,0,0,60,5,2,2,4,0,4,5,7,3,4,1,3,3,44968,17083,3,0,1,10
2,52,1,0,0,5,0,1,6,8,6,1,5,1,70,2,0,0,0,0,15,3,3,4,4,0,2,0,0,4,3,1,2,3,44968,17083,3,0,1,10
2,34,0,0,0,6,0,1,9,6,9,1,5,0,0,2,1,1,0,1,30,5,3,3,3,0,3,6,6,4,5,1,2,3,44968,17083,3,0,1,11
2,49,0,0,0,3,0,1,0,2,0,1,5,1,35,2,1,1,0,1,0,7,3,5,5,0,5,10,10,3,5,1,3,3,44968,17083,3,0,1,10
2,36,1,1,1,6,1,1,16,1,0,1,3,2,40,5,1,0,1,1,210,5,3,4,3,0,4,6,8,3,3,0,3,3,44968,17083,3,0,1,12
2,48,1,0,0,4,0,1,9,2,9,1,5,1,96,2,1,0,1,1,90,7,3,1,5,0,4,0,0,3,4,1,2,3,44968,17083,3,0,1,11
2,42,1,0,0,6,0,1,9,3,3,1,4,1,77,2,1,0,1,0,150,2,3,3,3,0,3,10,8,1,2,1,1,3,44968,17083,3,0,1,11
2,39,0,0,0,6,0,1,6,3,3,1,3,1,70,2,1,0,1,1,0,4,2,4,4,0,4,3,4,5,5,1,1,3,44968,17083,3,0,1,11
2,47,0,0,0,3,0,1,9,2,0,1,5,1,42,2,0,0,0,0,60,6,5,1,5,0,5,10,10,5,5,1,2,3,44968,17083,3,0,1,11
1,49,1,0,0,3,0,1,9,2,0,1,5,1,66,2,0,0,0,0,120,9,4,1,5,0,4,10,5,3,4,1,2,3,44968,17083,3,0,1,11
2,33,1,0,1,6,1,1,16,1,0,1,5,2,40,5,0,0,1,1,120,8,3,1,5,0,4,10,5,3,4,1,2,3,44968,17083,3,0,1,12
3,56,1,0,0,5,0,1,6,1,3,1,5,1,50,2,0,0,0,0,0,5,5,4,4,0,5,8,6,1,4,1,2,3,44968,17083,3,0,1,10
3,59,1,0,0,7,0,1,9,1,9,1,5,0,0,2,0,0,1,1,0,7,3,5,5,0,3,5,5,2,4,1,2,3,44968,17083,3,0,1,9
2,33,1,0,0,7,0,1,12,1,0,0,4,1,63,2,1,0,1,0,120,5,2,1,4,0,1,10,3,3,4,1,2,3,44968,17083,3,0,1,9
2,43,0,0,0,4,0,1,0,7,0,1,5,1,42,2,0,0,1,0,120,5,5,1,4,0,4,5,6,5,3,1,2,3,44968,17083,3,0,1,11
2,50,1,0,0,4,0,1,0,7,0,1,5,2,70,3,0,0,0,0,180,7,3,3,3,0,4,3,4,1,4,1,2,3,44968,17083,3,0,1,11
2,39,1,0,1,6,0,1,9,3,3,1,4,1,30,2,1,0,1,1,9,7,4,4,4,0,3,3,4,4,4,1,3,3,44968,17083,3,0,1,12
2,36,0,0,0,6,0,1,6,3,3,1,5,1,42,2,1,0,1,1,0,5,4,4,3,0,3,5,5,2,4,1,3,3,44968,17083,3,0,1,12
2,49,1,0,1,6,0,1,15,2,6,1,5,1,30,2,1,1,1,1,0,7,3,3,4,0,4,5,6,1,4,1,3,3,44968,17083,3,0,1,12
2,47,0,0,0,6,0,1,9,2,6,1,5,1,30,2,0,0,1,1,60,5,4,1,4,0,1,5,1,1,4,1,3,3,44968,17083,3,0,1,12
3,31,1,0,0,6,0,1,12,4,3,1,5,1,70,2,1,1,1,1,150,5,4,1,3,0,1,10,8,1,4,1,4,3,44968,17083,3,0,1,12
2,53,1,0,0,6,0,1,9,0,9,1,5,1,48,1,0,0,0,0,90,6,4,2,5,0,5,1,1,4,5,1,4,3,44968,17083,3,0,1,12
2,41,1,0,1,6,0,1,9,2,0,1,5,1,50,3,1,1,0,1,180,8,1,1,4,0,5,0,0,4,4,1,1,3,44968,17083,3,0,1,11
2,39,0,0,0,6,0,1,9,2,0,1,5,1,40,2,0,0,0,1,60,6,4,3,3,0,3,7,7,3,5,1,1,3,44968,17083,3,0,1,11
3,56,1,0,0,3,0,1,6,5,6,1,5,1,56,2,0,0,0,0,0,4,4,4,4,0,3,4,2,1,4,1,1,3,44968,17083,3,0,1,10
2,60,1,0,0,6,0,1,9,3,9,1,5,1,70,2,0,0,0,0,0,5,4,4,5,0,3,10,8,3,4,1,1,3,44968,17083,3,0,1,10
2,36,1,0,0,6,0,1,12,4,3,1,5,2,63,3,1,0,0,0,120,3,1,3,4,0,4,10,5,3,3,1,1,3,44968,17083,3,0,1,10
2,43,1,0,0,3,0,1,6,0,0,1,5,1,40,2,0,0,0,0,300,6,3,3,4,0,4,6,6,4,4,1,2,3,44968,17083,3,0,1,11
2,54,1,0,0,6,0,1,0,2,0,1,5,1,5,1,0,0,0,0,0,10,5,5,5,0,4,0,0,5,4,1,2,3,44968,17083,3,0,1,11
2,28,1,0,0,6,0,1,9,1,0,1,5,1,72,4,1,0,1,0,240,8,3,4,5,0,4,6,5,5,4,1,2,3,44968,17083,3,0,1,11
2,35,1,0,1,6,0,1,12,3,3,1,5,1,30,2,0,0,0,0,120,7,3,1,5,0,3,10,5,4,5,1,3,3,44968,17083,3,0,1,11
2,32,0,0,0,6,0,1,9,3,3,1,4,1,40,2,0,0,0,1,60,8,4,5,4,0,4,7,9,5,4,1,3,3,44968,17083,3,0,1,11
2,42,0,0,0,4,0,1,0,5,0,1,5,1,48,2,0,0,0,0,180,7,3,3,4,0,4,5,3,4,4,1,1,3,44968,17083,3,0,1,9
2,47,1,0,0,4,0,1,0,5,0,1,5,1,30,2,0,0,0,0,120,6,5,4,5,0,4,5,5,3,4,1,1,3,44968,17083,3,0,1,9
3,47,1,0,0,2,0,1,6,0,6,0,5,0,0,3,0,0,1,0,0,7,2,4,4,0,4,8,0,5,4,1,2,3,44968,17083,3,0,1,11
2,29,0,0,0,5,0,1,9,12,9,1,3,0,0,2,1,1,0,1,120,5,2,3,4,0,3,7,8,3,1,1,1,3,44968,17083,3,0,1,9
2,36,0,0,0,4,0,1,0,4,0,1,5,0,0,1,0,0,0,0,0,5,2,5,5,0,4,10,10,5,4,1,2,3,44968,17083,3,0,1,11
2,49,1,0,0,4,0,1,0,1,0,1,5,1,70,2,0,0,0,0,0,8,4,5,5,0,5,7,8,5,4,1,3,3,44968,17083,3,0,1,10
2,48,0,0,0,4,0,1,0,1,0,1,5,1,63,2,0,1,1,0,0,7,5,5,5,0,5,7,9,4,5,1,3,3,44968,17083,3,0,1,10
3,39,0,0,0,8,0,1,0,4,6,1,5,0,0,1,1,0,1,0,60,5,3,3,4,0,3,10,10,3,4,1,1,3,44968,17083,3,0,1,9
2,35,1,1,0,5,0,1,9,2,9,1,5,0,0,2,0,1,0,0,60,7,1,1,2,0,4,10,10,5,4,1,2,3,44968,17083,3,0,1,11
2,33,0,1,0,5,0,1,0,2,9,1,5,1,70,1,1,0,0,0,0,5,5,5,5,0,5,10,10,4,5,1,2,3,44968,17083,3,0,1,11
2,58,1,0,1,7,0,1,9,2,9,1,5,1,30,2,0,0,0,0,0,7,3,3,3,0,4,8,2,3,4,1,1,3,44968,17083,3,0,1,11
3,39,1,0,0,7,0,1,9,11,9,1,5,1,72,3,1,0,1,0,120,5,3,1,4,0,5,6,7,5,1,1,1,3,44968,17083,3,0,1,11
3,54,1,0,0,6,0,1,0,0,0,1,5,1,70,2,0,0,0,0,0,3,1,4,5,0,2,5,4,4,4,1,1,3,44968,17083,3,0,1,11
2,44,1,0,0,3,0,1,6,4,0,1,5,0,0,2,0,0,0,0,20,6,3,3,4,0,5,9,9,3,4,1,2,3,44968,17083,3,0,1,11
2,39,0,0,0,4,0,1,9,1,0,1,3,1,53,2,1,1,0,0,120,6,2,2,1,0,3,5,5,3,4,1,1,2,62106,10785,2,0,1,10
1,39,1,1,0,8,1,1,15,0,0,1,5,2,40,5,1,0,0,1,180,6,3,2,4,0,4,10,6,3,4,1,2,3,44968,17083,3,0,1,12
2,47,0,1,0,4,0,1,9,0,3,1,2,1,56,2,0,0,0,0,0,4,2,2,3,0,4,6,8,4,4,1,2,3,44968,17083,3,0,1,11
2,34,0,0,1,5,0,1,16,0,4,1,3,1,48,5,1,0,0,1,300,7,2,2,3,0,4,8,8,3,4,1,2,2,62106,10785,2,0,1,11
2,55,1,0,0,5,0,1,0,3,6,1,5,1,56,2,0,0,0,0,30,4,4,5,5,0,1,8,9,1,2,1,1,3,44968,17083,3,0,1,11
2,50,1,0,0,4,0,1,9,0,9,1,5,1,80,0,0,0,0,0,120,4,3,3,2,0,2,8,8,3,2,1,1,3,44968,17083,3,0,1,8
2,56,1,0,0,2,0,1,12,0,3,1,4,1,28,2,0,0,0,0,60,6,4,3,4,0,4,6,7,3,4,1,3,3,44968,17083,3,0,1,11
2,56,1,0,0,2,0,1,0,2,0,1,3,1,35,2,0,0,0,0,180,7,4,5,3,0,4,7,5,1,3,1,1,3,44968,17083,3,0,1,10
2,56,1,0,0,5,0,1,6,3,6,1,5,1,48,2,1,0,1,1,20,5,4,4,3,0,4,0,0,4,4,1,2,3,44968,17083,3,0,1,11
2,50,1,0,0,4,0,1,9,1,0,1,5,2,70,3,0,0,0,0,120,5,3,3,3,0,3,3,3,3,2,1,2,3,44968,17083,3,0,1,11
2,44,0,0,0,5,0,1,0,2,6,1,3,1,56,2,0,0,0,0,120,5,2,2,4,0,4,4,4,4,4,1,1,3,44968,17083,3,0,1,8
2,54,1,0,0,5,0,1,0,2,0,1,5,1,40,1,1,0,1,1,60,6,4,5,5,0,5,8,6,5,4,1,2,3,44968,17083,3,0,1,12
2,43,0,1,0,4,0,1,9,1,0,1,5,0,0,2,1,0,1,0,30,6,3,3,5,0,4,8,6,3,4,0,1,3,44968,17083,3,0,1,10
3,59,1,0,1,5,0,1,9,0,9,1,5,1,30,2,0,0,0,0,80,8,5,5,5,0,4,10,10,3,4,1,2,3,44968,17083,3,0,1,12
2,52,1,1,0,6,0,0,12,2,6,1,5,1,35,2,0,0,0,0,60,5,3,1,4,0,4,7,5,4,4,1,1,3,44968,17083,3,0,1,11
2,26,1,1,0,6,0,0,9,6,3,1,4,0,0,2,1,1,0,1,240,7,2,3,3,1,4,7,7,4,4,1,1,3,44968,17083,3,0,1,11
2,41,0,1,0,5,0,0,0,5,0,1,5,1,45,1,1,0,1,1,60,7,3,2,2,1,5,7,7,2,4,1,2,3,44968,17083,3,0,1,12
2,33,1,1,0,7,0,0,9,2,9,1,5,1,56,2,1,0,1,0,300,6,3,4,3,1,5,7,8,5,4,1,3,3,44968,17083,3,0,1,12
3,31,0,1,0,7,0,0,0,2,9,1,4,1,15,2,0,0,0,0,60,5,3,3,4,1,4,8,8,3,4,1,3,3,44968,17083,3,0,1,12
2,33,0,1,0,6,0,0,6,1,6,1,4,1,10,2,1,0,0,1,240,5,3,3,4,0,4,3,8,4,4,1,2,3,44968,17083,3,0,1,11
2,34,1,1,0,6,0,0,0,1,6,1,5,1,96,2,1,0,1,0,180,4,3,1,5,0,2,0,0,3,4,1,2,3,44968,17083,3,0,1,11
3,37,1,1,0,7,0,0,6,4,6,1,5,1,40,2,1,1,1,1,300,6,3,2,3,0,4,10,3,5,4,1,2,3,44968,17083,3,0,1,12
3,33,0,1,0,7,0,0,0,4,6,1,5,0,0,2,1,1,1,1,0,8,5,5,5,0,5,0,0,5,5,1,2,3,44968,17083,3,0,1,12
2,33,0,1,0,5,0,0,0,1,0,1,5,0,0,2,1,1,1,1,0,4,4,1,5,0,3,0,6,4,4,1,1,3,44968,17083,3,0,1,11
3,44,1,1,0,16,0,0,6,2,6,1,3,1,80,0,0,0,0,0,0,8,3,3,5,1,5,5,5,3,4,1,1,3,44968,17083,3,0,1,12
3,46,0,1,0,16,0,0,0,2,6,1,5,1,80,1,0,0,0,0,0,9,3,3,5,1,4,7,6,3,4,1,1,3,44968,17083,3,0,1,12
1,27,1,1,0,16,1,0,9,0,0,0,5,1,70,2,0,0,0,0,120,4,2,5,4,0,5,8,7,3,3,1,1,3,44968,17083,3,0,1,12
2,38,1,1,0,13,0,0,6,2,6,1,5,1,84,2,1,1,1,1,60,8,4,5,4,1,4,10,10,3,4,1,1,3,44968,17083,3,0,1,12
2,36,0,1,0,13,0,0,0,2,6,1,5,1,1,1,1,1,0,1,0,6,5,5,5,1,2,8,9,5,5,1,1,3,44968,17083,3,0,1,12
3,59,1,1,0,9,0,0,0,2,0,1,5,1,60,2,0,0,1,1,0,5,3,3,5,1,4,5,3,4,3,1,3,3,44968,17083,3,0,1,12
2,58,1,1,1,7,0,0,0,2,0,1,5,1,56,2,0,0,1,1,60,5,5,4,2,1,4,10,5,3,4,1,1,3,44968,17083,3,0,1,10
3,27,1,1,0,7,0,0,9,1,3,1,5,1,91,1,1,0,1,0,120,8,3,2,3,1,4,5,5,3,3,1,1,3,44968,17083,3,0,1,10
3,59,1,0,0,3,0,1,9,5,9,1,4,1,8,1,0,0,0,0,240,5,3,4,3,0,4,6,6,3,4,1,3,3,44968,17083,3,0,1,11
2,60,1,0,1,7,0,1,9,0,9,1,5,1,56,2,0,0,0,0,0,3,3,4,4,0,4,5,3,4,4,1,2,3,44968,17083,3,0,1,12
3,37,0,0,0,7,0,1,9,4,0,1,5,1,30,2,0,0,1,1,180,8,4,3,3,0,4,4,3,3,4,1,2,3,44968,17083,3,0,1,12
2,38,1,0,0,5,0,1,0,3,6,1,3,2,60,3,0,0,0,0,60,3,4,3,4,0,1,3,4,5,4,1,3,3,44968,17083,3,0,1,12
3,56,1,0,1,7,0,1,0,5,0,1,5,1,42,2,0,0,0,0,50,4,3,3,3,1,3,5,5,3,1,1,1,3,44968,17083,3,0,1,8
2,58,1,0,1,9,0,1,9,4,9,1,5,1,42,2,0,0,0,0,240,6,3,4,4,0,2,0,0,5,4,1,1,3,44968,17083,3,0,1,11
2,51,1,0,0,5,0,1,6,0,6,1,4,0,0,2,0,0,0,0,60,7,4,2,5,0,4,0,0,2,4,1,1,3,44968,17083,3,0,1,11
2,56,1,0,0,10,0,1,0,6,0,1,5,1,56,2,0,0,0,1,0,5,3,3,4,0,4,7,5,5,4,1,2,3,44968,17083,3,0,1,9
2,60,1,0,1,8,0,1,9,6,9,1,5,1,56,2,0,0,0,0,0,6,4,3,4,0,4,8,8,4,4,1,1,3,44968,17083,3,0,1,8
3,50,1,0,0,5,0,1,0,4,0,1,5,1,70,2,1,0,0,1,0,5,3,4,5,0,4,8,8,2,3,1,1,3,44968,17083,3,0,1,10
3,46,0,0,0,5,0,1,0,4,0,1,5,0,0,1,0,0,1,1,60,3,3,2,5,0,5,5,5,3,4,1,1,3,44968,17083,3,0,1,10
2,55,1,0,0,7,0,1,9,0,0,1,5,1,50,1,0,0,1,1,20,5,4,3,5,0,4,10,5,4,3,1,2,3,44968,17083,3,0,1,12
2,41,1,0,1,7,0,1,6,2,6,1,5,1,56,3,0,0,0,0,120,7,4,5,4,0,3,5,6,5,4,1,2,3,44968,17083,3,0,1,11
2,39,0,0,0,7,0,1,0,2,6,1,3,0,0,2,0,0,1,0,0,4,3,3,3,0,2,8,0,3,3,1,2,3,44968,17083,3,0,1,11
2,31,1,0,0,7,0,1,12,3,0,1,5,1,77,1,1,1,0,1,180,7,3,2,5,0,3,5,5,5,4,1,3,3,44968,17083,3,0,1,12
3,53,1,0,0,7,0,1,6,2,6,1,5,1,56,2,1,0,1,1,180,7,3,2,4,0,3,6,6,4,4,1,3,3,44968,17083,3,0,1,12
2,47,0,1,0,6,0,1,6,1,6,1,5,1,70,2,0,0,1,1,30,6,5,5,5,0,3,10,8,3,5,1,2,3,44968,17083,3,0,1,11
2,46,1,1,0,6,0,1,0,1,6,1,5,1,70,2,1,0,1,1,30,7,5,1,1,0,3,10,10,1,4,1,2,3,44968,17083,3,0,1,11
2,47,0,0,0,5,0,1,0,12,9,1,3,1,60,2,0,0,0,0,120,8,3,3,5,0,4,8,10,1,4,1,3,3,44968,17083,3,0,1,12
2,59,1,0,0,5,0,1,9,12,9,1,5,1,77,1,1,1,0,1,0,3,1,5,5,0,5,10,10,3,3,1,3,3,44968,17083,3,0,1,12
2,58,1,0,0,4,0,1,9,2,3,1,5,1,20,2,0,1,1,1,120,4,3,1,5,0,1,10,8,1,4,1,1,3,44968,17083,3,0,1,11
2,57,1,0,0,6,0,1,9,1,0,0,5,1,28,2,0,0,1,1,300,6,4,3,4,0,3,7,8,3,4,1,3,3,44968,17083,3,0,1,12
2,58,1,0,0,4,1,1,6,6,6,1,4,1,70,3,0,0,0,0,240,5,2,3,4,0,3,5,5,3,2,1,1,3,44968,17083,3,0,1,10
2,48,1,0,0,6,0,1,12,5,6,1,5,1,84,5,1,1,1,1,0,8,3,1,3,0,2,8,9,3,2,1,2,3,44968,17083,3,0,1,11
2,43,0,0,1,6,0,1,6,5,6,1,5,1,56,5,0,0,0,0,0,3,4,1,4,0,3,8,10,5,4,1,2,3,44968,17083,3,0,1,11
2,34,1,1,0,5,0,1,12,1,3,1,3,1,70,1,1,0,1,0,120,3,3,5,3,0,1,5,5,4,4,1,1,3,44968,17083,3,0,1,11
2,60,1,0,0,6,0,1,12,2,12,1,5,1,30,2,0,0,0,0,0,8,5,5,5,0,5,10,10,4,4,1,2,3,44968,17083,3,0,1,11
2,38,1,0,0,6,0,1,6,4,0,1,5,1,63,1,0,0,0,1,360,4,2,3,3,0,4,2,3,5,4,1,2,3,44968,17083,3,0,1,11
2,34,0,0,0,6,0,1,6,4,0,1,5,1,56,2,1,1,0,0,60,9,4,1,5,0,3,8,8,5,4,1,2,3,44968,17083,3,0,1,11
3,56,1,0,0,2,0,1,9,0,0,1,5,1,56,2,0,0,0,0,60,7,3,1,3,0,4,10,10,3,4,1,3,3,44968,17083,3,0,1,10
2,46,0,0,0,5,0,1,0,2,6,1,5,1,84,5,0,0,0,0,0,4,4,4,4,0,4,7,8,3,4,1,3,3,44968,17083,3,0,1,11
2,48,1,0,0,5,0,1,6,2,6,1,5,1,56,2,1,1,1,0,180,6,4,3,5,0,4,8,6,4,4,1,3,3,44968,17083,3,0,1,11
2,59,1,0,0,8,0,1,9,1,9,1,4,1,56,2,1,0,1,1,0,8,4,4,3,0,5,2,3,3,4,1,2,3,44968,17083,3,0,1,11
1,34,1,0,0,8,0,1,15,6,6,1,5,1,48,5,1,1,1,0,300,6,3,3,5,0,3,10,5,5,4,1,2,3,44968,17083,3,0,1,11
3,55,1,0,0,2,0,1,9,2,9,1,5,1,70,2,0,0,0,0,120,6,4,2,3,0,4,5,5,3,2,1,1,3,44968,17083,3,0,1,10
2,32,0,1,1,2,1,1,19,1,0,1,5,2,50,5,0,0,1,0,120,6,3,1,4,0,5,7,8,4,4,1,4,1,56995,12541,2,0,1,12
2,43,1,0,0,6,0,1,12,2,6,1,5,1,35,2,0,0,0,0,0,4,3,3,3,0,3,5,5,2,3,1,1,3,44968,17083,3,0,1,11
2,45,0,0,0,6,0,1,6,2,6,1,5,1,30,2,0,0,0,0,0,6,2,4,4,0,3,10,8,1,4,1,1,3,44968,17083,3,0,1,11
1,50,1,0,0,3,0,1,6,0,0,1,5,1,40,1,0,0,0,0,0,6,3,5,5,0,5,0,0,1,5,1,2,3,44968,17083,3,0,1,9
2,57,1,0,1,3,0,1,12,0,0,1,4,2,50,3,0,0,1,1,210,7,4,4,3,0,4,7,7,3,3,1,2,3,44968,17083,3,0,1,11
2,42,1,0,0,6,0,1,9,7,0,1,5,1,50,3,0,0,1,1,90,5,4,4,1,0,4,10,1,3,4,1,2,3,44968,17083,3,0,1,11
2,50,1,1,0,4,0,1,0,1,0,1,5,1,60,2,0,0,1,0,1,6,5,5,5,0,1,8,8,3,4,1,4,3,44968,17083,3,0,1,13
2,49,0,1,0,4,0,1,0,1,0,1,3,1,14,2,0,0,0,0,240,4,5,4,5,0,2,5,5,1,4,1,4,3,44968,17083,3,0,1,13
2,38,1,1,0,6,0,1,9,4,0,0,4,1,60,3,1,1,0,1,120,3,3,5,1,0,4,4,5,4,2,1,2,3,44968,17083,3,0,1,11
2,34,0,1,0,6,0,1,9,4,0,1,3,1,10,2,1,1,0,1,360,3,3,4,3,0,2,10,8,2,3,1,2,3,44968,17083,3,0,1,11
2,40,0,1,0,10,0,1,9,7,0,1,4,1,30,2,0,0,1,0,180,5,3,3,3,0,4,5,5,4,3,1,2,3,44968,17083,3,0,1,12
2,49,1,1,0,10,0,1,6,2,3,1,4,1,10,2,0,0,0,1,0,5,2,3,5,0,2,10,5,3,4,1,2,3,44968,17083,3,0,1,12
2,47,0,1,0,10,0,1,9,2,3,1,4,0,0,2,0,0,0,1,360,7,4,3,5,0,2,5,4,3,4,1,2,3,44968,17083,3,0,1,12
3,47,1,1,0,10,0,1,9,7,0,1,5,1,70,2,0,0,1,1,2,8,4,2,4,0,3,10,10,3,4,1,2,3,44968,17083,3,0,1,12
2,52,1,1,0,9,0,1,9,0,3,1,5,2,56,5,0,0,0,0,240,5,3,5,5,0,4,3,8,4,4,1,3,3,44968,17083,3,0,1,12
2,30,1,1,0,9,0,1,15,8,3,1,5,1,40,5,0,1,1,0,480,7,2,2,3,0,3,8,7,4,4,1,3,3,44968,17083,3,0,1,12
2,43,0,1,1,4,0,1,12,12,0,1,3,1,63,2,0,0,1,1,120,6,4,1,5,0,4,5,8,3,2,1,2,3,44968,17083,3,0,1,11
2,55,1,1,0,4,0,1,12,12,0,1,5,2,40,5,0,0,0,0,0,6,5,4,4,0,3,3,5,2,4,1,2,3,44968,17083,3,0,1,11
2,55,1,1,0,7,0,1,9,1,9,0,3,1,15,1,0,0,0,0,0,6,3,4,4,0,4,6,4,1,4,1,1,3,44968,17083,3,0,1,10
2,28,1,1,0,4,0,1,6,3,0,1,5,1,56,2,1,0,0,1,120,5,3,3,4,0,3,5,5,4,4,1,3,3,44968,17083,3,0,1,11
2,43,1,1,0,7,0,1,12,4,0,1,5,1,35,2,1,0,0,1,90,9,3,2,5,0,4,8,8,5,4,1,2,3,44968,17083,3,0,1,12
2,39,0,1,0,7,0,1,12,4,0,1,3,1,25,5,0,1,1,0,180,6,3,3,3,0,2,8,2,5,3,1,2,3,44968,17083,3,0,1,12
1,56,1,1,0,4,0,1,6,1,3,0,4,1,84,2,0,0,1,0,0,4,3,4,5,0,3,5,2,4,4,1,3,3,44968,17083,3,0,1,12
2,32,1,1,0,4,0,1,16,3,1,1,5,1,50,2,1,1,0,0,240,6,3,1,5,0,3,10,10,2,2,1,3,3,44968,17083,3,0,1,12
2,32,0,1,0,6,1,1,16,6,4,1,5,2,40,5,1,1,1,0,120,4,3,4,4,0,4,10,6,3,4,1,3,3,44968,17083,3,0,1,12
3,56,1,1,0,5,0,1,12,1,6,1,5,1,63,2,0,0,0,0,120,6,3,3,3,0,2,8,7,3,4,0,2,3,44968,17083,3,0,1,11
2,53,1,1,0,3,1,1,12,5,3,1,4,2,40,5,0,1,0,1,180,7,2,2,4,0,4,8,6,3,4,0,3,3,44968,17083,3,0,1,11
2,48,0,1,0,3,1,1,15,5,3,1,4,2,40,5,0,0,0,0,180,7,3,3,3,0,3,8,8,3,4,0,3,3,44968,17083,3,0,1,11
2,44,0,1,0,4,1,1,12,1,0,0,4,2,40,4,0,0,0,1,150,7,2,2,3,0,4,7,4,3,4,1,2,3,44968,17083,3,0,1,11
2,43,1,1,0,4,1,1,12,1,0,1,5,1,60,3,1,0,0,1,210,5,1,2,4,0,4,10,7,3,4,1,2,3,44968,17083,3,0,1,11
2,38,1,0,0,6,0,1,6,5,3,1,4,1,56,2,1,0,1,0,150,6,3,3,5,0,3,10,10,3,4,1,1,3,44968,17083,3,0,1,11
2,33,0,0,0,6,0,1,9,5,3,1,3,1,70,2,0,1,1,1,180,5,3,3,5,0,3,10,9,1,4,1,1,3,44968,17083,3,0,1,11
3,47,1,0,0,6,0,1,0,10,0,1,5,1,63,2,1,0,1,1,120,6,2,2,4,0,3,9,9,3,4,1,1,3,44968,17083,3,0,1,11
