Y,age,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility
2,35,1,1,0,5,0,1,15,3,3,1,4,1,45,5,1,0,1,0,180,5.50 ,3,1.50 ,4.50 ,0,3,10,10,3,4,1,220000,3,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
2,30,1,1,0,4,0,1,15,0,0,1,5,0,0,1,1,1,1,1,180,4.50 ,3,2.50 ,3.00 ,0,3,7,7,3,4,0,200000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,43,1,0,0,6,0,1,12,7,3,1,5,1,30,2,1,0,1,0,120,6.50 ,3,3.00 ,3.00 ,0,3,8,6,4,4,1,40000,1,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
2,34,0,1,0,6,0,1,16,3,0,1,5,2,40,5,0,0,0,0,180,7.25 ,3,2.50 ,4.50 ,0,4,8,6,3,4,1,236000,3,1,144390 ,17500.1409 ,2.113 ,0.099 ,0.796 
3,34,1,1,0,4,1,1,9,3,3,1,5,1,67,1,0,0,0,0,300,2.50 ,3,3.00 ,3.00 ,0,1,0,5,5,4,0,80000,3,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
1,39,0,1,0,2,1,1,22,8,7,0,5,2,40,5,0,0,1,0,480,5.75 ,4,4.50 ,1.00 ,0,3,6,5,5,5,1,600000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
2,39,1,0,0,4,0,0,9,5,3,1,5,1,56,2,1,1,0,1,30,3.25 ,3,3.00 ,3.00 ,0,3,7,6,5,3,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,34,0,0,0,4,0,1,6,5,3,1,5,1,50,1,1,0,1,1,180,4.75 ,4,2.00 ,3.50 ,0,4,8,7,5,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,39,0,1,0,3,1,1,15,3,6,0,2,1,40,5,0,0,1,0,600,4.25 ,2,4.00 ,4.00 ,0,4,8,6,3,4,0,200000,4,1,118496 ,18272.4342 ,1.897 ,0.104 ,0.777 
3,42,1,1,0,5,0,1,9,2,3,1,4,1,30,1,0,0,1,1,300,5.50 ,3,2.00 ,4.00 ,0,4,8,6,3,4,1,100000,3,1,126829 ,13589.3505 ,2.154 ,0.113 ,0.809 
3,40,0,1,0,5,0,1,6,2,3,1,5,1,35,1,0,0,0,0,120,5.75 ,3,1.00 ,4.00 ,0,5,6,8,3,4,1,100000,3,1,126829 ,13589.3505 ,2.154 ,0.113 ,0.809 
2,35,0,0,0,6,0,1,6,1,6,1,4,1,35,2,0,0,1,1,180,4.00 ,3,3.00 ,2.50 ,0,2,2,3,5,2,1,30000,1,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
1,30,1,1,0,3,0,1,15,1,1,1,5,1,60,5,1,1,1,0,60,6.50 ,3,3.00 ,3.00 ,0,5,4,3,3,4,0,90000,3,1,126829 ,13589.3505 ,2.154 ,0.113 ,0.809 
2,46,1,0,0,7,0,1,6,3,6,1,5,1,7,2,0,0,0,1,0,4.50 ,3,4.00 ,4.50 ,0,4,5,3,3,4,1,70000,1,3,52321 ,15174.6888 ,2.997 ,0.120 ,0.789 
3,47,1,1,0,1,0,1,9,2,3,1,5,1,70,0,0,0,0,0,120,6.25 ,1,5.00 ,5.00 ,0,3,0,10,5,5,0,200000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,40,1,0,0,5,0,1,12,2,6,1,5,1,28,2,1,1,1,1,120,4.25 ,4,4.00 ,4.00 ,0,2,5,5,3,4,1,30000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,38,0,0,1,5,0,1,6,2,6,1,3,1,50,2,1,1,1,0,180,5.25 ,3,2.50 ,4.00 ,0,3,1,3,3,4,1,30000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
3,39,0,0,0,6,0,1,0,0,6,1,5,1,40,2,0,0,1,0,180,4.00 ,3,2.00 ,3.00 ,0,1,10,0,3,4,0,17500,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,40,1,1,1,4,1,1,15,0,1,1,4,2,90,5,1,1,0,0,120,6.50 ,4,4.00 ,1.50 ,0,4,10,10,3,4,1,250000,4,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,40,1,1,0,4,0,1,6,0,3,1,5,0,0,2,0,0,0,0,0,4.75 ,3,3.00 ,3.00 ,0,4,1,1,3,4,1,90000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,40,0,1,0,4,0,1,9,0,3,1,5,1,56,1,0,0,0,0,0,4.50 ,1,4.00 ,5.00 ,0,4,5,6,3,5,1,90000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,42,1,1,0,4,0,1,6,5,0,1,5,1,70,2,0,0,1,1,0,4.75 ,2,1.00 ,3.00 ,0,4,10,10,3,4,1,100000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,37,1,1,0,1,0,1,15,1,6,1,5,1,60,2,1,0,1,0,240,6.00 ,3,1.00 ,5.00 ,0,1,2,5,3,5,0,100000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,27,0,1,1,4,0,1,9,8,0,1,3,1,60,2,0,0,1,0,30,2.50 ,3,2.00 ,3.00 ,0,2,6,7,4,4,0,40000,1,1,144390 ,17500.1409 ,2.113 ,0.099 ,0.796 
2,34,1,1,0,2,0,1,9,1,0,1,4,1,66,2,1,1,1,0,120,5.25 ,3,4.00 ,4.00 ,0,4,2,5,5,4,1,120000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
3,32,0,0,0,7,0,1,12,2,0,1,3,1,56,2,0,0,1,0,240,3.25 ,1,1.50 ,3.50 ,0,3,10,10,5,3,1,145200,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
1,36,0,1,0,4,1,1,16,0,0,1,5,1,40,5,0,0,1,0,600,5.75 ,4,4.00 ,4.50 ,0,4,8,8,5,5,1,500000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
1,34,0,1,0,4,0,1,15,2,0,0,3,1,40,2,0,0,0,0,600,5.75 ,3,2.00 ,4.00 ,0,4,9,6,3,4,1,110000,3,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,33,0,1,0,6,1,1,19,1,3,1,4,2,50,5,0,0,0,0,90,8.75 ,3,3.50 ,1.50 ,0,4,3,6,3,4,0,335000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,39,1,0,0,3,0,1,12,7,3,1,4,2,48,4,1,1,1,0,180,6.00 ,3,3.50 ,5.00 ,0,4,8,8,5,2,1,100000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,32,0,0,0,3,0,1,9,7,3,1,1,0,0,0,0,0,1,0,30,2.00 ,3,1.50 ,5.00 ,0,3,1,5,2,3,1,100000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,32,0,1,0,6,0,1,12,4,0,1,5,1,60,2,1,0,1,1,150,4.75 ,3,3.00 ,4.00 ,0,3,5,3,4,4,1,150000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
3,55,1,0,0,3,0,1,9,0,0,1,5,1,56,2,0,0,0,0,60,4.00 ,2,1.00 ,5.00 ,0,3,5,10,5,5,1,21000,1,3,52164 ,11676.8774 ,2.277 ,0.124 ,0.800 
1,38,0,1,0,3,0,0,9,2,0,0,5,1,49,2,1,1,1,1,300,4.75 ,4,3.00 ,3.00 ,0,4,5,5,3,4,0,50000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,43,1,1,0,6,1,1,9,1,0,0,5,2,40,5,0,0,0,0,10,6.25 ,3,3.50 ,5.00 ,0,4,10,7,3,4,1,50000,1,3,90663 ,15228.0423 ,2.356 ,0.115 ,0.681 
1,42,0,1,0,6,0,1,9,1,0,1,5,1,30,1,0,0,0,0,60,5.25 ,4,2.50 ,3.50 ,0,4,0,4,3,5,1,50000,1,3,90663 ,15228.0423 ,2.356 ,0.115 ,0.681 
4,28,1,0,0,4,0,0,6,1,6,1,3,1,30,1,1,1,1,1,300,5.25 ,3,1.00 ,4.00 ,0,3,10,10,1,2,1,40000,1,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
2,40,1,1,1,4,0,1,6,0,3,1,5,1,70,1,0,0,1,0,20,7.25 ,1,2.00 ,2.00 ,0,4,2,2,5,4,1,75000,2,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
1,34,0,1,0,2,1,1,16,2,0,0,4,1,45,2,0,0,1,1,150,7.00 ,3,1.50 ,1.00 ,0,4,6,4,1,4,1,160000,4,2,55347 ,17223.2112 ,1.956 ,0.137 ,0.717 
4,38,1,0,1,6,0,1,6,3,0,1,5,1,42,1,1,1,0,0,0,6.25 ,4,5.00 ,4.50 ,1,4,6,5,2,4,1,50000,1,3,52321 ,15174.6888 ,2.997 ,0.120 ,0.789 
2,30,1,1,0,3,1,1,16,2,0,1,5,0,0,5,0,0,0,0,360,6.50 ,3,2.00 ,4.00 ,0,3,6,7,3,4,1,130000,3,2,51096 ,17592.7396 ,1.886 ,0.156 ,0.756 
1,36,0,1,0,3,1,1,15,0,4,1,4,1,56,5,1,0,1,1,180,7.00 ,3,3.00 ,3.00 ,0,3,9,8,4,4,0,70000,2,2,51096 ,17592.7396 ,1.886 ,0.156 ,0.756 
3,50,1,1,0,5,0,1,6,6,6,1,5,2,63,3,0,0,0,0,30,8.75 ,5,2.50 ,4.50 ,0,4,0,6,3,4,1,40000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
3,44,0,1,0,5,0,1,0,6,6,1,5,1,56,2,0,0,0,0,120,5.00 ,5,3.50 ,4.00 ,0,1,5,6,3,5,1,40000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,44,1,1,0,3,0,1,9,3,3,0,4,1,46,5,0,0,1,0,1,4.75 ,4,3.00 ,4.00 ,0,4,8,6,3,4,1,550,1,1,144390 ,17500.1409 ,2.113 ,0.099 ,0.796 
2,41,0,1,0,3,0,1,12,3,3,1,5,1,11,5,0,0,1,0,60,7.00 ,3,2.00 ,4.50 ,0,5,5,5,4,4,1,550,1,1,144390 ,17500.1409 ,2.113 ,0.099 ,0.796 
2,32,0,0,0,3,0,1,16,0,1,1,4,2,60,5,0,0,0,0,60,3.50 ,3,2.00 ,3.00 ,0,3,8,6,3,4,1,100000,3,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,32,0,0,0,4,0,1,15,2,6,1,5,1,70,2,1,0,0,0,120,4.50 ,3,3.00 ,4.00 ,0,4,10,10,5,5,1,20000,1,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,33,1,1,0,2,1,1,12,1,3,1,5,1,48,5,0,0,0,1,240,2.50 ,2,2.00 ,5.00 ,0,2,5,5,4,2,1,84000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,36,0,1,1,3,0,1,16,3,4,1,3,2,65,2,1,0,1,1,320,6.00 ,3,3.00 ,2.50 ,0,3,7,9,4,4,1,200000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,57,1,1,0,3,1,1,9,5,0,1,5,1,51,2,0,0,0,0,0,4.50 ,3,3.50 ,3.50 ,0,4,5,5,5,3,1,175000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,32,0,1,0,4,0,1,9,0,0,1,4,0,0,2,0,0,0,0,150,5.50 ,3,3.00 ,3.50 ,0,4,7,7,4,3,1,60000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,37,0,1,0,3,0,1,9,1,0,0,5,0,0,2,0,0,0,0,180,5.50 ,3,3.00 ,3.00 ,0,3,6,3,3,3,0,100000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
3,31,0,0,0,4,0,1,12,0,3,1,5,2,40,1,1,0,1,0,300,5.00 ,3,3.00 ,3.00 ,0,4,5,10,3,4,0,230000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,32,0,1,0,3,0,1,9,1,0,1,5,0,0,1,0,0,1,0,120,3.75 ,2,1.00 ,2.50 ,0,2,5,5,4,4,1,50000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,30,0,0,0,4,0,1,9,1,0,0,5,1,2,2,1,0,0,1,180,5.00 ,4,1.50 ,3.00 ,0,4,3,3,4,4,1,50000,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,31,0,0,0,4,0,1,9,1,0,1,3,1,63,1,0,0,0,0,180,4.75 ,3,2.50 ,2.50 ,0,3,8,7,3,3,1,24000,1,2,92059 ,14756.7933 ,2.163 ,0.110 ,0.853 
2,34,1,0,0,4,0,1,9,1,0,1,4,0,0,5,1,0,0,0,0,6.25 ,3,2.00 ,5.00 ,0,3,7,8,5,4,0,30000,1,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,40,1,1,0,5,0,1,9,0,3,1,5,1,50,2,1,1,1,1,120,6.00 ,5,1.00 ,5.00 ,0,4,10,6,5,5,1,150000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,40,0,1,0,5,0,1,12,0,3,1,4,1,48,3,0,0,0,0,480,6.75 ,2,1.00 ,5.00 ,0,5,10,8,3,4,1,150000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,37,1,1,0,3,0,1,9,1,7,0,1,1,40,2,0,1,0,0,60,1.75 ,2,5.00 ,4.00 ,0,3,2,0,5,4,1,35000,4,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,40,0,1,0,4,1,1,16,3,1,1,4,1,40,5,0,0,1,0,120,5.50 ,3,3.00 ,3.00 ,0,3,6,6,3,3,1,144000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,35,1,1,1,4,0,1,16,2,7,1,5,1,40,5,1,0,0,0,180,7.00 ,2,3.50 ,4.00 ,0,4,8,7,5,4,0,119000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,33,0,1,0,4,0,1,9,2,7,1,3,0,0,2,0,1,1,0,240,4.25 ,1,4.00 ,3.00 ,0,4,7,7,3,4,0,119000,3,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,42,1,1,1,3,1,1,16,4,1,0,4,2,40,2,1,0,0,1,120,5.50 ,4,2.00 ,3.50 ,0,4,8,8,3,4,1,170000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,31,0,1,0,6,0,1,16,3,4,1,5,1,40,1,1,0,1,1,120,6.00 ,3,2.50 ,3.00 ,0,4,8,8,4,4,1,600000,4,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
3,57,1,1,0,3,0,1,6,1,0,0,5,1,6,2,0,0,0,0,30,5.25 ,1,3.00 ,2.00 ,0,2,5,3,1,4,1,150000,4,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
1,39,0,0,0,2,0,0,9,4,3,1,5,0,0,2,0,1,0,1,270,4.25 ,2,4.50 ,4.00 ,0,3,10,8,3,2,0,30000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,36,0,1,0,3,0,1,9,2,3,0,5,1,44,5,1,0,1,0,480,6.00 ,3,1.00 ,5.00 ,0,4,10,10,5,4,0,120000,3,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,34,1,1,0,3,0,1,15,4,3,1,4,2,45,5,0,0,1,0,120,4.00 ,1,3.50 ,4.50 ,0,2,10,8,3,4,0,300000,4,1,179907 ,37952.1616 ,2.115 ,0.111 ,0.742 
2,29,0,0,0,7,0,1,9,15,3,1,5,1,27,0,0,1,1,0,180,2.75 ,5,4.00 ,4.50 ,0,5,10,10,5,4,1,40000,1,3,90663 ,15228.0423 ,2.356 ,0.115 ,0.681 
2,37,0,0,0,2,0,1,0,11,0,1,1,1,42,1,0,0,1,1,300,4.00 ,3,2.50 ,3.50 ,0,3,8,7,3,4,1,70000,3,3,90663 ,15228.0423 ,2.356 ,0.115 ,0.681 
2,39,0,0,0,3,0,1,9,5,0,1,1,1,84,5,1,1,1,1,120,6.00 ,3,1.50 ,3.00 ,0,3,7,5,3,4,0,60000,2,3,90663 ,15228.0423 ,2.356 ,0.115 ,0.681 
2,32,1,1,0,6,1,1,12,5,3,1,4,1,96,5,1,1,1,1,180,4.00 ,2,2.00 ,4.00 ,0,1,10,10,3,2,1,100000,2,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
1,50,1,1,0,3,1,1,15,1,1,1,5,1,96,5,0,0,0,0,480,4.00 ,4,1.00 ,3.00 ,0,4,3,6,3,4,1,160000,4,3,82864 ,17090.4449 ,2.702 ,0.136 ,0.755 
2,49,0,1,1,3,1,1,16,1,1,1,5,2,40,2,0,0,1,0,960,2.00 ,4,2.50 ,3.00 ,0,3,6,5,1,3,1,160000,4,3,82864 ,17090.4449 ,2.702 ,0.136 ,0.755 
2,34,0,1,0,4,0,1,15,0,6,1,5,1,40,0,1,0,0,0,3,5.25 ,2,3.00 ,2.00 ,0,2,5,5,4,4,1,300000,4,1,144390 ,17500.1409 ,2.113 ,0.099 ,0.796 
1,34,0,1,0,2,0,1,15,1,0,1,3,2,60,5,1,1,0,1,120,5.00 ,2,3.50 ,3.00 ,0,2,8,7,3,4,0,70000,3,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,59,1,0,0,2,0,1,9,0,9,0,5,1,63,2,0,0,0,0,0,5.25 ,4,4.00 ,4.00 ,0,5,10,10,3,4,0,20000,1,2,73603 ,13676.8076 ,2.306 ,0.129 ,0.862 
2,32,0,1,1,3,0,1,16,2,0,1,5,1,42,5,0,0,0,0,120,6.25 ,1,3.00 ,3.00 ,0,3,6,6,4,2,1,200000,4,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
1,29,0,1,0,3,0,1,12,1,3,1,2,0,0,1,1,1,0,1,360,2.50 ,2,2.00 ,3.00 ,0,3,6,7,3,4,0,100000,3,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,36,0,1,0,4,0,1,9,1,3,0,5,1,40,1,1,1,1,1,300,4.25 ,2,1.00 ,4.00 ,0,3,10,10,5,4,1,170900,3,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
1,24,0,1,0,3,0,1,9,4,3,1,3,0,0,2,0,0,0,0,180,7.00 ,3,1.00 ,3.00 ,0,2,6,6,3,4,0,40000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,39,0,1,0,3,0,1,9,1,3,1,2,1,48,2,1,1,0,1,30,4.25 ,2,1.00 ,1.50 ,0,2,10,10,5,4,0,50000,2,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,32,0,0,0,7,0,1,16,4,10,1,5,1,40,2,0,0,0,0,300,6.25 ,3,2.50 ,2.50 ,0,4,9,9,3,4,1,200000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,38,0,0,0,4,0,1,9,5,3,1,3,0,0,2,0,0,0,0,0,4.50 ,3,2.50 ,3.00 ,0,2,8,3,2,3,1,50000,1,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
2,40,0,1,0,5,0,1,12,1,3,1,5,0,0,2,1,0,1,1,120,6.50 ,3,3.00 ,3.00 ,0,4,5,5,3,4,1,410000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,38,0,0,0,4,0,1,12,3,3,1,3,1,70,1,0,0,0,0,0,3.50 ,1,4.00 ,2.00 ,0,3,5,5,3,4,1,75000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,41,1,0,0,4,0,1,9,3,3,1,1,1,48,2,0,0,1,0,60,5.50 ,3,4.00 ,3.50 ,0,3,3,3,3,3,1,75000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,33,0,0,0,7,0,1,9,2,0,1,5,0,0,1,0,0,0,0,0,6.75 ,3,3.00 ,3.00 ,0,2,10,5,5,4,1,3000,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
1,24,1,1,0,2,0,1,6,2,3,1,5,1,35,0,0,1,0,0,360,4.00 ,3,2.50 ,3.00 ,0,3,4,4,3,4,1,125000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,37,1,1,0,3,0,1,12,3,0,1,4,1,70,5,1,0,1,0,60,5.75 ,3,1.50 ,3.00 ,0,4,8,3,3,3,0,102000,3,1,118496 ,18272.4342 ,1.897 ,0.104 ,0.777 
3,43,1,1,0,5,0,1,15,5,3,1,5,2,50,5,1,1,1,1,60,7.25 ,3,1.00 ,4.00 ,0,3,8,8,3,3,1,120000,3,1,179907 ,37952.1616 ,2.115 ,0.111 ,0.742 
2,38,0,1,0,5,1,1,12,5,3,1,4,1,4,0,1,1,1,1,60,6.00 ,3,1.00 ,3.50 ,0,4,8,7,3,3,1,120000,3,1,179907 ,37952.1616 ,2.115 ,0.111 ,0.742 
2,45,0,1,1,4,1,1,16,5,0,1,3,2,40,5,1,0,0,1,240,6.25 ,3,2.50 ,2.00 ,0,3,6,6,3,4,1,172400,3,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
4,60,1,1,0,3,1,1,6,4,3,1,3,1,56,1,0,0,0,0,60,5.75 ,2,4.00 ,3.00 ,0,4,3,5,1,3,1,30000,2,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
3,40,1,1,0,5,0,1,0,1,0,1,5,1,56,1,1,0,1,1,180,6.75 ,4,4.50 ,4.00 ,0,5,1,5,2,5,0,80000,2,3,52164 ,11676.8774 ,2.277 ,0.124 ,0.800 
3,41,0,1,0,5,0,1,0,1,0,1,3,1,72,4,0,0,0,0,0,3.00 ,1,3.00 ,3.50 ,0,3,10,10,1,4,0,80000,2,3,52164 ,11676.8774 ,2.277 ,0.124 ,0.800 
2,31,1,1,0,4,0,0,12,0,0,1,5,1,70,5,1,0,0,0,180,5.25 ,3,2.00 ,3.00 ,0,3,8,10,3,4,0,200000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
1,32,0,1,1,3,0,1,15,0,0,0,4,1,30,5,0,0,1,0,360,6.25 ,3,2.50 ,3.00 ,0,4,8,7,3,4,1,260000,4,3,90663 ,15228.0423 ,2.356 ,0.115 ,0.681 
1,34,1,1,0,4,1,1,16,4,0,1,4,1,40,5,1,0,0,0,120,4.25 ,3,4.00 ,2.00 ,0,3,7,6,3,4,1,400000,4,1,179907 ,37952.1616 ,2.115 ,0.111 ,0.742 
2,29,1,0,0,6,0,1,9,6,0,1,5,1,30,1,1,1,1,1,120,1.50 ,3,1.00 ,5.00 ,0,5,10,10,5,1,1,80000,2,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
2,26,1,1,0,3,0,1,9,1,0,1,3,1,72,2,0,1,0,0,60,7.00 ,3,2.00 ,3.00 ,0,3,8,5,3,3,0,80000,3,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
2,50,1,1,0,3,0,1,9,2,0,1,4,1,48,2,1,0,1,0,120,4.00 ,3,2.50 ,5.00 ,0,4,3,6,2,4,0,80000,3,1,118496 ,18272.4342 ,1.897 ,0.104 ,0.777 
3,46,1,0,0,6,0,0,6,4,6,1,5,1,56,2,1,0,0,1,30,3.25 ,4,2.50 ,4.50 ,0,4,7,5,3,2,1,41760,1,3,52321 ,15174.6888 ,2.997 ,0.120 ,0.789 
2,44,1,1,0,3,0,0,6,2,0,1,4,1,56,2,0,0,0,0,2,3.75 ,2,3.00 ,3.00 ,0,3,4,3,3,3,1,90000,3,3,52321 ,15174.6888 ,2.997 ,0.120 ,0.789 
2,42,0,1,0,3,0,0,6,2,0,1,2,1,70,2,0,0,0,0,2,2.50 ,1,3.00 ,4.00 ,0,4,5,4,2,3,1,90000,3,3,52321 ,15174.6888 ,2.997 ,0.120 ,0.789 
3,46,1,0,1,3,0,0,6,7,6,1,2,1,56,2,0,0,0,0,0,4.75 ,3,2.50 ,3.50 ,0,4,6,7,2,4,1,40000,4,3,52321 ,15174.6888 ,2.997 ,0.120 ,0.789 
2,25,0,1,0,1,1,1,16,3,0,1,4,1,40,5,0,0,1,0,150,3.75 ,2,2.00 ,3.00 ,0,4,7,7,4,2,1,33000,3,2,70923 ,16097.7694 ,2.192 ,0.136 ,0.697 
3,34,0,0,0,3,1,1,15,2,0,1,4,2,40,5,0,0,1,1,10,3.00 ,3,2.00 ,2.00 ,0,2,9,7,3,4,1,300000,4,2,70923 ,16097.7694 ,2.192 ,0.136 ,0.697 
3,56,1,1,0,7,0,1,0,2,0,1,3,1,50,2,0,0,1,1,120,4.00 ,2,3.00 ,2.50 ,0,2,9,3,3,3,1,80200,2,2,70923 ,16097.7694 ,2.192 ,0.136 ,0.697 
2,49,1,0,0,3,0,1,6,1,6,1,5,1,42,2,0,0,0,0,0,3.75 ,5,5.00 ,3.00 ,0,3,10,5,1,3,1,20000,1,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
1,48,0,0,1,3,0,1,0,1,6,1,3,1,42,2,0,0,0,0,0,5.00 ,3,2.50 ,3.00 ,0,4,10,5,1,5,1,20000,1,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
2,43,1,1,0,4,0,0,6,4,0,1,5,1,49,2,1,0,1,1,30,7.00 ,3,1.50 ,3.00 ,0,4,6,4,3,4,1,30000,1,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
2,39,0,1,0,4,0,1,6,4,0,1,5,1,70,2,0,0,1,1,30,6.25 ,3,1.00 ,1.00 ,0,4,3,3,3,4,1,30000,1,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
2,30,0,1,0,4,0,1,12,2,3,1,5,1,55,1,1,1,0,0,300,6.50 ,3,3.00 ,4.00 ,0,3,8,8,5,5,0,130000,3,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,31,0,1,0,3,0,1,16,5,0,1,5,1,40,5,0,0,1,0,180,7.25 ,3,2.00 ,4.00 ,0,4,8,7,3,4,1,200000,4,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
3,49,0,0,0,2,0,1,6,11,0,1,3,1,36,2,0,0,0,0,120,5.00 ,3,2.00 ,3.50 ,0,3,8,5,1,3,1,20000,1,3,82864 ,17090.4449 ,2.702 ,0.136 ,0.755 
2,55,1,0,0,2,0,1,6,0,6,1,5,1,10,1,1,0,1,1,0,6.50 ,3,3.00 ,2.00 ,0,3,10,10,1,4,1,3000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,38,0,1,0,7,0,1,9,2,6,1,5,1,56,2,1,1,0,1,60,5.75 ,2,3.00 ,3.00 ,0,3,8,8,4,4,1,40000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
1,31,0,1,0,4,0,1,12,8,3,1,3,0,0,2,0,0,0,0,480,1.50 ,2,3.50 ,3.00 ,0,3,10,10,3,4,0,60000,2,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,32,0,1,0,4,0,1,6,0,3,1,4,1,60,1,1,0,1,1,180,8.75 ,3,3.00 ,3.00 ,0,5,8,5,4,4,1,80000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
