Y,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility
2,0,0,0,2,0,1,6,4,0,1,5,1,30,2,0,0,0,0,60,7.75 ,4,3.00 ,5.00 ,0,4,7,8,3,4,1,20000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,6,4,0,1,5,1,30,2,0,0,0,0,60,5.50 ,3,3.00 ,3.00 ,0,4,10,10,3,4,1,20000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,0,0,6,9,0,5,1,5,2,0,0,0,0,50,7.50 ,5,5.00 ,5.00 ,0,2,5,5,3,5,1,20000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,0,1,9,1,0,1,5,1,56,2,1,0,1,0,60,6.25 ,2,2.00 ,4.00 ,0,4,3,5,4,5,1,35000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
3,1,1,1,2,1,1,16,2,4,1,5,2,40,5,0,0,0,0,180,6.75 ,4,2.50 ,4.00 ,0,4,10,6,4,4,1,180000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,4,0,1,9,4,0,1,5,1,70,2,0,0,1,1,60,8.75 ,4,3.00 ,4.00 ,0,5,5,5,4,5,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,0,1,9,4,9,1,5,1,35,2,0,0,0,0,0,5.25 ,3,1.00 ,4.50 ,0,4,10,10,2,4,1,45000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,4,0,1,6,0,3,1,5,1,42,2,0,0,1,0,0,7.75 ,4,1.00 ,4.00 ,0,4,3,0,5,4,1,65000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
3,1,1,0,5,0,0,0,5,9,1,5,1,74,1,0,0,0,0,0,7.50 ,4,4.00 ,3.50 ,0,1,10,5,4,4,0,30000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,6,1,0,1,5,1,56,2,0,0,0,0,0,6.25 ,5,3.00 ,5.00 ,0,3,10,10,3,3,1,20000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
3,1,0,0,2,0,1,6,5,6,1,5,1,24,1,0,0,0,0,0,5.50 ,3,5.00 ,5.00 ,0,5,5,5,5,5,1,5000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,5,0,1,12,3,3,1,4,1,10,2,0,1,0,0,180,5.50 ,3,2.00 ,3.00 ,0,5,6,6,4,4,1,30000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,0,1,9,7,3,1,5,1,84,5,0,0,1,0,20,4.25 ,2,3.00 ,3.00 ,0,2,8,8,3,3,1,50000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,2,0,1,6,7,3,1,5,1,12,2,0,0,1,0,120,7.00 ,3,4.50 ,4.00 ,0,4,5,8,2,4,1,50000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,4,0,1,12,1,3,0,5,1,60,2,1,0,1,0,240,5.25 ,3,2.00 ,2.50 ,0,3,5,6,1,4,1,55000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,4,0,1,9,1,3,0,4,1,57,2,0,0,1,0,480,4.75 ,2,3.00 ,5.00 ,0,3,10,6,1,4,1,55000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,0,1,9,2,0,1,5,1,84,4,0,0,0,1,90,7.25 ,4,4.00 ,4.00 ,0,3,8,8,3,4,0,70000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,0,1,9,2,0,1,4,2,24,2,0,0,0,0,240,5.50 ,2,3.00 ,4.00 ,0,3,8,7,3,4,0,70000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,3,0,1,9,3,3,1,3,1,49,2,0,1,1,0,60,5.75 ,3,3.00 ,3.00 ,0,4,5,5,3,4,1,77400,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,1,3,1,1,12,3,3,1,4,1,63,1,0,0,0,1,30,5.00 ,3,3.00 ,3.00 ,0,3,7,7,3,3,1,77400,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,1,1,12,6,6,1,5,1,50,3,0,0,0,0,360,7.25 ,3,2.00 ,4.00 ,0,4,10,5,3,4,1,60000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,6,1,1,9,3,0,0,4,2,40,5,0,0,1,0,480,4.75 ,2,3.50 ,3.50 ,0,2,8,0,2,2,1,180000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,0,1,6,3,3,0,5,1,50,2,0,0,0,0,0,7.00 ,3,4.50 ,1.00 ,0,3,10,10,1,2,1,50000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,1,1,12,4,3,1,4,1,36,3,0,0,0,1,0,6.00 ,2,3.00 ,4.00 ,0,2,2,6,3,3,1,20000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,4,1,1,15,2,6,1,4,2,48,5,1,1,1,1,180,4.50 ,1,3.50 ,2.00 ,0,3,10,4,1,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,1,0,12,0,3,1,3,1,70,5,0,0,0,0,60,6.00 ,1,4.00 ,4.50 ,1,4,5,6,4,5,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,1,1,12,14,3,1,5,1,56,2,0,0,0,0,120,7.25 ,3,4.00 ,4.00 ,0,4,4,4,4,4,1,60000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,1,1,9,5,3,1,5,2,72,4,0,0,0,0,180,4.00 ,3,2.50 ,2.50 ,0,3,8,5,3,4,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,3,1,1,12,5,3,1,5,1,48,5,0,0,0,0,120,3.75 ,3,4.00 ,5.00 ,0,3,8,0,3,4,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,5,0,0,9,2,0,1,5,1,70,2,0,0,1,1,120,5.25 ,3,3.00 ,4.50 ,0,4,10,1,3,4,1,150000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,0,1,9,5,0,1,5,1,30,2,0,0,1,0,2,5.00 ,2,1.00 ,5.00 ,0,2,10,10,1,2,1,40000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,1,1,9,5,0,1,5,1,47,5,1,0,1,1,120,4.75 ,1,1.00 ,4.00 ,1,3,8,6,3,5,1,40000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,1,1,9,3,3,1,5,1,60,2,0,0,0,1,60,6.25 ,2,2.00 ,3.50 ,0,4,4,0,3,4,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,3,1,1,12,3,3,1,4,1,40,5,0,0,1,0,60,5.75 ,2,2.50 ,3.50 ,0,3,7,7,3,4,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,4,0,1,9,1,3,1,5,1,50,1,1,1,0,1,0,7.50 ,5,5.00 ,5.00 ,0,3,10,10,5,3,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,4,0,1,6,1,3,1,5,1,70,1,1,1,1,0,30,5.75 ,5,5.00 ,5.00 ,0,4,10,5,5,5,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,0,1,9,0,0,1,5,1,48,1,0,0,0,0,120,5.00 ,5,3.00 ,3.00 ,0,4,10,3,5,5,0,26000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,0,0,6,1,3,1,5,2,35,1,0,0,0,0,60,7.50 ,3,1.00 ,5.00 ,0,4,10,8,3,4,1,70000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,3,0,1,9,1,3,1,3,1,45,2,0,0,0,0,120,3.25 ,3,2.50 ,3.00 ,0,4,5,5,3,4,1,70000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,6,3,0,1,3,2,84,1,0,0,0,0,0,5.50 ,5,5.00 ,5.00 ,0,3,10,10,3,4,1,40000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,0,1,12,3,12,0,3,1,46,2,0,0,0,0,176,8.25 ,1,1.00 ,4.50 ,0,4,10,10,1,3,0,8000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,0,1,0,3,12,0,5,1,60,2,0,0,0,0,0,5.00 ,1,3.00 ,5.00 ,1,5,10,10,3,4,0,8000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,0,1,9,0,3,1,4,2,70,2,0,0,0,0,0,1.25 ,2,3.50 ,5.00 ,0,3,10,10,1,4,1,30000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,1,1,12,1,0,1,4,1,60,2,0,1,1,1,120,6.00 ,2,3.50 ,3.00 ,0,4,8,7,1,3,1,129700,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,1,1,15,2,1,1,4,2,12,5,0,1,1,1,120,4.50 ,3,4.50 ,3.00 ,0,4,6,6,3,4,1,150000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,1,1,9,1,3,1,5,0,0,2,0,0,0,0,180,4.00 ,1,3.50 ,3.50 ,0,3,5,6,1,2,1,57600,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,1,1,12,3,0,0,5,1,56,1,0,0,0,0,60,5.00 ,3,3.00 ,3.00 ,0,5,5,5,3,4,1,20000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,3,1,1,16,2,0,1,3,2,40,5,0,0,1,1,120,5.75 ,3,4.50 ,2.00 ,0,4,7,5,3,2,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,3,1,1,16,2,0,1,3,2,66,2,0,0,1,0,180,3.75 ,3,1.50 ,1.00 ,0,2,10,10,3,2,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,9,2,0,1,5,1,18,2,0,0,0,0,0,3.75 ,1,5.00 ,5.00 ,0,4,10,0,2,4,1,35000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,1,0,1,9,1,5,1,96,1,0,0,0,1,0,4.50 ,4,3.00 ,4.00 ,0,4,10,5,5,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,5,0,1,6,0,6,1,5,1,70,1,0,0,1,0,0,5.50 ,2,4.50 ,3.50 ,0,4,10,5,3,5,1,100000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,9,2,3,1,3,1,96,2,0,0,0,0,0,5.25 ,2,2.50 ,2.50 ,0,2,6,6,1,4,1,50000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,0,1,12,4,3,0,5,1,40,2,0,0,0,0,0,4.25 ,3,3.50 ,5.00 ,0,4,8,4,2,3,1,10000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,0,1,0,5,9,1,5,1,84,2,1,1,0,0,60,5.25 ,3,3.00 ,3.50 ,0,2,8,5,1,2,1,70000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,0,1,9,2,0,1,5,1,84,2,0,0,0,0,50,7.25 ,3,3.00 ,3.50 ,0,4,8,5,4,4,1,70000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,6,0,1,6,0,3,1,5,1,63,2,0,0,0,0,30,7.50 ,4,4.50 ,5.00 ,0,5,5,5,4,5,1,137000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,0,9,2,0,1,3,1,65,2,0,0,0,0,30,5.00 ,3,2.00 ,1.00 ,0,4,10,5,3,4,0,50000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,0,1,6,1,3,1,5,1,10,2,1,1,1,0,60,8.00 ,3,3.50 ,3.00 ,0,4,1,7,3,4,1,80000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,1,4,0,0,9,1,3,1,5,1,84,5,0,0,1,0,60,7.00 ,4,2.50 ,4.50 ,0,4,6,8,3,4,1,80000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,9,0,0,1,5,1,72,5,0,1,0,0,300,0.00 ,5,4.00 ,3.00 ,0,2,10,10,3,4,1,100000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,2,0,1,9,0,0,1,3,1,8,1,0,0,1,0,0,4.25 ,3,2.50 ,3.00 ,0,3,6,5,3,4,1,100000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,0,0,6,1,0,1,5,1,15,2,0,0,0,0,60,2.50 ,4,3.50 ,4.00 ,0,3,8,8,1,3,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,3,0,0,6,1,0,1,5,1,40,1,0,0,0,0,60,5.50 ,3,3.50 ,3.00 ,0,4,5,5,5,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,0,0,9,1,0,1,5,1,50,2,0,0,0,0,0,3.25 ,3,3.00 ,3.00 ,0,2,5,5,1,2,1,90000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,1,2,0,1,0,3,12,1,5,1,84,2,0,0,0,0,0,2.50 ,3,4.00 ,5.00 ,0,2,5,5,3,2,1,60000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,3,0,1,6,7,0,1,3,1,50,2,0,0,0,0,0,5.50 ,4,3.50 ,4.00 ,0,4,2,7,3,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,1,1,12,0,3,1,5,2,48,5,0,0,0,0,120,7.00 ,1,4.00 ,3.00 ,0,3,0,0,3,4,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,5,1,1,9,2,6,1,5,2,56,5,0,0,0,0,240,6.00 ,3,2.50 ,4.00 ,0,4,3,2,3,4,1,136800,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,4,1,1,9,0,3,1,3,2,63,3,1,0,1,1,240,5.25 ,1,2.50 ,4.00 ,0,4,5,1,1,4,1,58000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,1,1,16,1,1,1,5,1,3,2,0,1,0,1,120,4.00 ,2,1.00 ,2.00 ,0,2,10,10,3,4,1,150000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,1,1,15,1,1,1,5,1,24,2,0,0,0,0,300,5.25 ,3,5.00 ,3.00 ,0,1,10,3,3,2,1,150000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,3,1,1,16,1,0,1,5,1,40,4,0,0,1,0,300,4.75 ,3,3.00 ,3.00 ,0,3,8,7,3,4,1,200000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,0,1,9,1,0,1,3,1,70,1,0,0,1,1,0,6.25 ,3,4.00 ,5.00 ,0,4,10,8,5,4,1,120000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,8,0,1,0,1,6,1,4,1,25,1,0,0,0,0,60,4.25 ,3,4.50 ,2.00 ,0,2,5,5,4,4,0,150000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,9,5,0,1,5,1,10,2,0,0,1,1,120,7.00 ,4,3.00 ,3.00 ,0,3,7,8,4,4,1,4800,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,4,0,1,6,1,0,1,5,1,7,2,0,0,1,1,30,5.25 ,3,2.00 ,4.00 ,0,3,8,5,3,4,1,70110,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,1,1,6,1,0,1,5,1,70,5,0,0,1,0,120,4.25 ,3,2.00 ,4.00 ,0,3,10,5,4,4,1,70110,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,6,2,0,1,3,1,70,2,0,0,0,0,0,4.50 ,3,3.50 ,4.00 ,0,4,0,0,5,4,0,50400,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,0,1,0,0,9,1,5,1,84,1,0,0,0,0,0,7.50 ,5,5.00 ,5.00 ,0,3,10,10,5,3,1,20000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,0,6,2,0,1,5,1,84,5,0,0,0,0,120,7.75 ,3,3.00 ,3.00 ,0,3,10,10,5,4,1,130000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,0,1,9,1,3,1,5,1,14,1,0,0,0,0,180,4.00 ,3,2.00 ,5.00 ,0,3,9,9,3,2,1,150000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,5,0,1,6,3,0,1,5,1,5,0,0,0,0,0,0,3.75 ,4,3.50 ,3.00 ,0,3,5,5,4,3,1,150000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,6,0,1,6,0,6,1,5,1,42,1,0,0,0,0,0,6.50 ,3,2.50 ,3.00 ,0,4,5,5,3,4,1,20000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,1,1,9,3,0,1,5,1,84,5,0,0,1,1,10,1.75 ,1,5.00 ,5.00 ,0,1,10,0,2,3,0,146600,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,1,1,16,2,0,1,4,2,55,5,0,0,1,0,120,4.75 ,4,4.00 ,2.50 ,0,1,8,6,1,4,0,170000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,6,1,1,12,8,3,0,4,1,28,2,1,1,1,0,300,5.25 ,2,3.50 ,2.50 ,0,1,10,10,1,4,1,120000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,2,1,0,9,0,0,0,5,0,0,2,0,0,0,0,60,3.75 ,1,4.00 ,3.00 ,0,4,8,6,2,4,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,1,1,9,0,0,0,5,1,60,2,0,0,1,1,90,4.50 ,3,2.00 ,1.50 ,0,2,7,5,3,4,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,2,0,1,9,6,0,1,5,1,35,2,0,0,1,0,0,4.50 ,3,4.00 ,3.00 ,0,3,9,6,1,5,0,100000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,0,1,9,6,0,1,5,1,70,2,0,0,1,1,60,4.25 ,3,1.00 ,5.00 ,0,1,2,1,3,4,0,100000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,0,1,6,1,0,1,5,1,50,2,0,0,0,0,0,4.50 ,3,3.00 ,3.00 ,0,3,4,5,3,4,0,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,0,1,6,2,3,1,5,1,56,2,0,0,1,1,0,2.50 ,3,5.00 ,3.00 ,0,2,10,5,2,3,1,120000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,4,0,1,12,0,3,1,5,1,70,5,0,0,1,1,60,6.75 ,3,1.50 ,5.00 ,0,2,7,7,3,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,1,4,1,1,9,0,3,1,5,1,20,2,1,0,1,1,60,6.50 ,3,1.00 ,5.00 ,0,4,8,8,4,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,3,0,1,6,1,0,1,5,1,60,2,0,0,1,1,0,4.50 ,3,5.00 ,2.50 ,0,2,4,7,3,4,1,65000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,0,1,6,1,0,1,5,1,50,2,0,0,0,0,0,2.25 ,2,4.00 ,3.00 ,0,1,9,9,3,3,1,65000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,4,0,0,9,0,0,1,2,1,70,5,0,0,1,0,0,3.50 ,5,3.00 ,3.00 ,0,3,5,5,3,4,1,165000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,0,0,0,4,9,1,5,1,10,0,0,0,0,1,0,6.50 ,5,3.50 ,5.00 ,0,4,3,1,1,4,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,5,0,1,6,1,3,1,5,1,50,2,0,0,0,0,0,7.50 ,4,5.00 ,5.00 ,0,5,0,0,2,5,1,100000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,4,0,0,9,2,0,0,5,1,96,1,0,0,0,0,100,6.25 ,2,3.00 ,3.50 ,0,3,5,5,3,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,1,6,1,0,9,2,0,0,5,1,21,2,0,0,0,0,0,9.50 ,3,4.00 ,4.50 ,0,4,5,0,5,5,1,140300,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,1,3,1,0,15,1,6,1,5,1,70,2,0,0,1,1,360,8.25 ,3,1.00 ,3.50 ,0,4,8,8,3,4,1,100500,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,3,1,1,9,1,6,1,5,1,70,1,0,1,1,1,20,4.50 ,3,3.00 ,4.50 ,0,4,8,5,3,3,1,100500,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,3,1,1,12,7,3,0,4,1,48,5,0,0,1,0,120,6.50 ,3,2.50 ,2.00 ,0,4,8,9,3,4,1,19200,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,1,1,9,7,3,1,5,2,40,2,0,0,0,0,0,6.50 ,3,4.00 ,4.50 ,0,4,3,4,4,4,1,19200,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,1,3,1,1,16,0,4,1,4,2,20,2,0,0,1,0,180,5.00 ,3,3.00 ,4.50 ,0,2,7,5,3,4,1,284400,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,1,2,1,1,15,1,0,1,4,2,50,3,0,0,1,1,420,5.75 ,3,4.00 ,3.00 ,0,4,8,7,4,4,1,200000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,4,1,1,15,0,6,1,4,1,40,5,0,0,1,1,120,5.25 ,3,3.50 ,3.50 ,0,3,8,5,3,4,1,85000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,3,1,1,16,3,0,1,5,2,40,5,0,0,0,0,60,9.25 ,3,3.00 ,1.00 ,0,5,10,6,1,4,0,400000,4,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
1,0,1,1,3,1,1,16,3,0,1,4,2,40,5,0,0,1,0,120,5.75 ,2,2.50 ,5.00 ,0,1,8,8,1,4,0,400000,4,1,56995 ,12541.2938 ,2.132 ,0.148 ,0.750 
2,1,0,0,3,0,0,9,8,0,1,5,1,40,2,0,0,0,1,60,2.75 ,3,1.00 ,5.00 ,0,2,10,10,4,2,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,4,0,1,9,4,3,1,5,1,63,1,1,1,1,1,30,5.25 ,3,1.00 ,5.00 ,0,3,10,10,5,4,1,150000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,1,4,0,1,6,4,3,1,5,1,50,1,0,0,0,0,0,4.50 ,3,2.00 ,3.00 ,0,3,5,5,3,2,1,150000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,6,0,1,12,1,3,1,4,1,14,2,0,1,1,1,300,6.25 ,3,3.00 ,3.50 ,0,4,7,2,3,4,1,150000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,5,0,1,9,2,9,1,5,1,50,1,1,0,0,1,120,4.75 ,3,1.00 ,3.00 ,0,3,10,10,1,4,1,80000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,5,0,1,0,2,9,1,5,1,25,1,0,0,0,0,30,6.25 ,1,1.00 ,5.00 ,0,1,10,0,5,4,1,80000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,6,1,0,1,5,1,35,0,0,0,0,0,0,5.00 ,5,5.00 ,5.00 ,0,3,10,5,5,2,1,30000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,6,0,0,9,3,3,1,5,1,48,5,0,0,0,0,60,5.75 ,3,2.00 ,3.50 ,0,4,10,0,3,4,1,180000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,2,0,1,6,6,0,1,5,1,70,2,0,0,1,0,180,5.00 ,5,5.00 ,5.00 ,0,3,10,5,5,4,1,200000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,6,6,0,1,5,1,36,1,0,0,0,0,120,6.25 ,5,5.00 ,5.00 ,0,1,5,5,5,4,1,200000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,9,3,3,1,5,1,45,2,0,0,1,1,120,8.75 ,5,3.00 ,5.00 ,0,5,0,0,5,5,1,100000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,9,3,3,1,5,1,77,1,0,0,0,1,0,2.50 ,2,4.50 ,5.00 ,0,2,10,6,5,4,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,1,1,9,2,0,0,5,2,64,5,0,0,0,0,120,3.75 ,5,1.00 ,1.00 ,0,5,5,5,3,5,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
